Ticker,Sector,SubIndustry,Price,PE_Rank,PS_Rank,EPS_Growth,Rev_Growth,ROE,Op_Margin,Mom_Range,Mom_3M,Mom_12M,Rev_Change,Rec_BuyRatio,Streak_Days,Value_S,Growth_S,Prof_S,Mom_S,Rev_S,Fundamental_Score,Consensus_Score,Streak_Score,Sentiment_Score,Alpha_Score,Min_Fund_Factor
NUE,Materials,Steel,163.77,22.6736,1.1756,15.36,1.66,8.110000000000001,7.89,0.8901143241425691,,38.5767,0.04761904761904767,0.8095238095238095,1,54.2728635682159,72.79473029442725,54.622688655672164,57.151424287856074,79.3103448275862,63.630410326751516,88.00599700149925,1.3333333333333335,53.33693153423288,60.54236668899592,54.2728635682159
TMO,Health Care,Life Sciences Tools & Services,618.86,35.4113,5.3162,12.52,3.22,13.100000000000001,17.16,0.9619981864644299,,13.5669,0.08088235294117652,0.875,1,46.127717391304344,49.445965674570125,58.559782608695656,70.9873188405797,88.54166666666666,62.73249023636329,90.71557971014492,1.3333333333333335,54.962681159420285,60.40154751328039,46.127717391304344
CENX,Materials,Aluminum,45.69,47.4836,1.5983,,20.15,11.78,6.65,0.9986232216613125,,136.3683,0.025000000000000022,0.9,1,31.821045998739763,71.8494013862634,50.283553875236294,79.24385633270322,70.076726342711,60.654916787130745,98.73976055450537,1.3333333333333335,59.77718966603655,60.39159865080248,31.821045998739763
MTDR,Energy,Oil & Gas Exploration & Production,42.25,6.7209,1.3749,56.93,13.29,14.71,35.19,0.24467163403223016,,-29.6771,0.003968253968254065,0.8928571428571429,1,73.8359201773836,74.4838630204484,81.81818181818183,35.74279379157428,48.33702882483371,62.84355752648437,89.80044345898004,1.3333333333333335,54.41359940872135,60.31457009115546,35.74279379157428
UGI,Utilities,Gas Utilities,37.07,11.7447,3.4986,4.08,0.22,14.09,48.2,0.785349233390119,,30.1158,0.0,0.8571428571428571,1,61.12852664576802,37.15629198387819,92.6332288401254,72.60188087774294,46.865203761755495,62.07702642185401,92.47648902821317,1.3333333333333335,56.01922675026123,60.25968652037618,37.15629198387819
DXPE,Industrials,Trading Companies & Distributors,114.12,20.5209,0.913,15.98,12.76,19.12,8.65,0.73376520777374,,34.6549,0.031746031746031744,0.8888888888888888,1,73.5263432446531,67.73513134180769,51.41714484437489,50.407181031682754,67.32742131803164,62.082644356110016,91.71448443748912,1.3333333333333335,55.5620239958268,60.126458248025045,50.407181031682754
IPAR,Consumer Staples,Household Products,88.38,17.2255,1.9359,21.92,3.12,20.29,19.05,0.1574570059204962,,-32.8776,0.02020202020202022,0.9090909090909091,1,46.075268817204304,77.31651726319004,73.9247311827957,38.375815265291735,66.34408602150538,60.40728370999743,97.84946236559139,1.3333333333333335,59.243010752688164,60.05800182280464,38.375815265291735
TMDX,Health Care,Health Care Equipment,137.07,50.7338,8.2205,,41.2,31.41,16.94,0.8125742574257425,,88.9318,0.07777777777777783,0.8,1,28.125,73.18840579710145,78.41183574879227,70.16908212560386,87.13768115942028,67.40640096618357,70.6219806763285,1.3333333333333335,42.90652173913043,60.05643719806763,28.125
MPWR,Information Technology,Semiconductors,958.97,24.2415,17.2649,72.79,30.48,56.64,26.01,0.7598170981125459,,54.4335,0.040000000000000036,0.8,1,46.78843837816138,86.20004480664713,82.63856038852396,60.51014421146898,75.92243468893078,70.41192449474644,58.8117221999197,1.3333333333333335,35.82036665328515,60.03445714230805,46.78843837816138
APP,Information Technology,Application Software,647.72,77.3308,39.6515,68.68,40.81,262.94,59.92,0.8204215662893728,,96.7558,0.018181818181818188,0.8181818181818182,1,14.849755415793148,94.90953939317114,99.76706266014443,75.14648175025533,57.92311298640412,68.51919044115364,78.8667598416026,1.3333333333333335,47.85338923829489,60.0,14.849755415793148
GOOG,Communication Services,Interactive Media & Services,329.14,31.9351,10.2937,26.76,13.42,35.0,32.19,0.9911192853389386,,69.4096,0.03522504892367906,0.8571428571428571,1,19.963866305329724,73.38527551942185,89.97289972899728,77.28093947606142,77.37127371273712,67.59485094850947,89.92773261065943,1.3333333333333335,54.48997289972899,60.0,19.963866305329724
ANDE,Consumer Staples,Food Distributors,54.83,25.0703,0.1584,43.52,2.19,5.56,0.82,0.9355345911949685,,29.8981,0.09722222222222221,0.875,1,69.48387096774192,65.83169934640523,13.67741935483871,74.28873611845584,94.83870967741936,63.62408709297222,88.25806451612904,1.3333333333333335,53.488172043010756,60.0,13.67741935483871
PLMR,Financials,Property & Casualty Insurance,128.69,19.3922,4.4485,55.94,52.27,21.68,28.38,0.39093374660984115,,21.5547,0.06043956043956045,0.8461538461538461,1,17.783094098883574,92.13655108980014,72.51564225248435,43.46761766745737,89.04621960993856,62.989824943712804,94.41786283891547,1.3333333333333335,57.18405103668261,60.0,17.783094098883574
RRR,Consumer Discretionary,Casinos & Gaming,62.65,34.9053,3.3236,,4.69,85.86,30.3,0.9310810810810811,,42.5808,0.08359133126934981,0.7894736842105263,1,20.444444444444436,52.77777777777778,93.41759880686055,70.16465324384788,93.77777777777779,66.1164504101417,80.66666666666669,1.3333333333333335,48.933333333333344,60.0,20.444444444444436
CRS,Industrials,Industrial Machinery & Supplies & Components,328.65,39.5769,5.6591,198.87,2.4,22.68,19.41,0.903317805875083,,78.7599,0.16666666666666663,0.9166666666666666,1,17.828020756115638,71.25361870361161,78.27608928424348,63.81644606689015,97.58668972901738,65.75217290797565,99.50580677044725,1.3333333333333335,60.236817395601676,60.0,17.828020756115638
GOOGL,Communication Services,Interactive Media & Services,328.57,31.9351,10.2937,26.76,13.42,35.0,32.19,0.9881240147136101,,69.4096,0.03522504892367906,0.8571428571428571,1,19.963866305329724,73.38527551942185,89.97289972899728,75.07678410117434,77.37127371273712,67.15401987353206,89.92773261065943,1.3333333333333335,54.48997289972899,60.0,19.963866305329724
IBKR,Financials,Investment Banking & Brokerage,70.47,130.3426,11.813,27.01,11.96,19.6,44.58,0.9289415247964472,,47.6739,0.125,0.9375,1,4.56123737373737,68.85129741556575,80.60533216783216,67.67859431882275,91.7988578680203,62.69906382879567,100.0,1.3333333333333335,60.53333333333333,60.0,4.56123737373737
AVGO,Information Technology,Semiconductors,344.97,70.7255,25.6014,46.63,23.87,31.47,39.97,0.7481465408122673,,50.4383,0.0030323450134770447,0.9464285714285714,1,21.055800883179447,79.67191316884231,91.13202433218184,57.25802633068791,60.14004847831942,61.85156263864219,99.73236986484679,1.3333333333333335,60.372755252241404,60.0,21.055800883179447
V,Financials,Transaction & Payment Processing Services,349.77,33.3455,17.197,15.85,11.38,52.470000000000006,62.21,0.663573389099464,,11.8906,0.07234042553191489,0.8723404255319149,1,7.991681521093286,63.32632461055176,95.2625805566982,55.777361552219716,86.30934607345476,61.733458862803545,96.73202614379085,1.3333333333333335,58.572549019607834,60.0,7.991681521093286
BKH,Utilities,Multi-Utilities,70.72,18.928,2.3565,3.57,6.88,7.829999999999999,23.15,0.8272251308900525,,25.8139,0.125,0.75,1,66.88311688311688,50.20244461420932,38.311688311688314,74.54545454545455,94.02597402597401,64.79373567608862,80.25974025974025,1.3333333333333335,48.68917748917748,59.96236822001527,38.311688311688314
COLL,Health Care,Pharmaceuticals,45.54,24.6319,1.9015,,26.34,24.09,20.74,0.8096064100796179,,36.5927,0.015151515151515138,0.8333333333333334,1,62.909992372234925,67.04805491990848,68.23035850495805,63.11975591151793,63.99694889397407,65.0610221205187,79.11899313501145,1.3333333333333335,48.0047292143402,59.944134248665144,62.909992372234925
CHDN,Consumer Discretionary,Casinos & Gaming,108.24,18.7096,2.6168,27.57,7.97,38.129999999999995,23.82,0.496222489871893,,-16.1385,0.0029239766081871066,0.9473684210526315,1,47.888888888888886,75.1163262349703,82.15958240119315,38.105592841163315,59.555555555555564,60.565189184354246,95.77777777777779,1.3333333333333335,58.0,59.79563242904797,38.105592841163315
SLB,Energy,Oil & Gas Equipment & Services,45.2,18.5255,1.9157,,-2.08,16.84,13.97,0.997169143665959,,16.4648,0.038123167155425186,0.9090909090909091,1,39.11845730027548,44.146005509641874,69.00826446280992,74.7107438016529,79.61432506887051,61.319559228650135,92.56198347107438,1.3333333333333335,56.07052341597796,59.744848484848475,39.11845730027548
STT,Financials,Asset Management & Custody Banks,132.57,12.4173,1.80473,8.18,181.1518,11.15,24.96261,0.9660523763336567,,35.6492,0.022727272727272707,0.7727272727272727,1,79.86443381180223,77.82926464564218,39.87547540179119,72.55148330756133,65.10820197702378,67.04577182876415,69.45773524720893,1.3333333333333335,42.20797448165869,59.5944326246325,39.87547540179119
KEX,Industrials,Marine Transportation,125.47,22.2546,2.0517,15.64,1.59,9.1,12.57,0.968391107364872,,19.4497,0.12222222222222223,0.9,1,56.12462654716176,47.990217329839965,42.53094323516858,63.48633826975576,91.61331626120356,60.34908832862593,95.0917626973965,1.3333333333333335,57.58839095177123,59.52087911556952,42.53094323516858
WBS,Financials,Regional Banks,64.77,11.2969,2.72593,1.64,93.49402,9.959999999999999,43.21621,0.9347104389524157,,17.1883,0.0,0.8636363636363636,1,63.951341370696206,70.50605612058125,65.91356075227043,64.45426647899221,39.31803133966012,60.82865121244005,93.15738025415445,1.3333333333333335,56.427761485826,59.50838429445584,39.31803133966012
HALO,Health Care,Biotechnology,72.47,14.3113,6.857,,31.19,141.55,59.33,0.7803125,,34.8028,0.04583333333333328,0.7333333333333333,1,59.75948196114709,65.39469626888683,99.69164353993216,59.222941720629045,84.67468393462842,73.74868948504471,42.86154794942954,1.3333333333333335,26.25026210299106,59.499161270428615,59.222941720629045
XPEL,Consumer Discretionary,Automotive Parts & Equipment,53.86,31.9647,3.2359,26.54,10.29,18.96,12.82,0.9520900321543407,,37.398,0.0,0.8888888888888888,1,23.4375,82.85510069254602,69.58822706935123,67.52880313199105,55.31250000000001,59.744426178777665,97.08333333333333,1.3333333333333335,58.783333333333324,59.45609832514436,23.4375
KALU,Materials,Aluminum,123.07,21.9166,0.6242,-5.6,7.69,12.16,4.93,0.9794516149746353,,74.865,0.75,0.75,1,73.31442974165091,48.329991208968,50.283553875236294,67.95211090107121,100.0,67.97601714538528,64.77630749842469,1.3333333333333335,39.39911783238814,59.402947351486134,48.329991208968
RGLD,Materials,Gold,245.2,43.1062,24.1276,10.69,28.11,14.729999999999999,65.38,0.9752890111306889,,79.9633,0.02083333333333337,0.8333333333333334,1,16.46903820816864,83.20858912903316,85.8695652173913,67.25955204216075,66.0427807486631,63.76990506908339,80.96179183135703,1.3333333333333335,49.11040843214755,59.372056078002636,16.46903820816864
GXO,Industrials,Air Freight & Logistics,57.0,73.3272,0.5051,16.39,16.94,3.0300000000000002,1.95,0.9640392299309843,,27.5168,0.09047619047619049,0.9,1,49.882629107981224,80.26726104084595,12.81148429035753,63.12550679013607,92.05489346334417,59.62835493853299,95.84687612856627,1.3333333333333335,58.04145901047309,59.15228616011502,12.81148429035753
ATI,Industrials,Aerospace & Defense,122.3,37.3564,3.6256,7.37,7.75,24.8,14.82,0.9694246703232582,,120.0432,0.06666666666666665,0.8666666666666667,1,40.26680407649147,50.22501363787781,71.35577693805108,64.87031407651308,84.66735371579068,62.27705248894482,85.12538646513225,1.3333333333333335,51.60856521241268,59.07650630598518,40.26680407649147
WYNN,Consumer Discretionary,Casinos & Gaming,117.83,24.3855,1.7294,31.64,-0.26,-244.74999999999997,16.98,0.7568734705628328,,45.1645,0.08153846153846156,0.9615384615384616,1,47.1111111111111,54.52107779226423,34.779269202087995,65.76703952274423,89.55555555555557,58.346810636752615,100.0,1.3333333333333335,60.53333333333333,59.00276744572683,34.779269202087995
HWC,Financials,Regional Banks,68.07,11.7941,2.42551,7.06,49.43353,11.19,41.90665,0.969132090599318,,22.362,0.019230769230769273,0.7692307692307693,1,64.76050830889541,56.10609750274555,69.48876690812173,73.97497171231518,62.32067976164202,65.33020483874398,72.56978386010645,1.3333333333333335,44.0752036493972,58.953704481939944,56.10609750274555
BCO,Industrials,Security & Alarm Services,126.93,31.0016,1.0247,44.99,3.07,74.46000000000001,9.73,0.9944786578891487,,37.3701,0.0,0.8571428571428571,1,56.56159177285939,69.49389334834078,71.495640509725,73.09019736869857,41.20277218868768,62.368819037662284,83.90342052313883,1.3333333333333335,50.87538564721663,58.92078902052859,41.20277218868768
VTOL,Energy,Oil & Gas Equipment & Services,40.14,8.1495,0.7914,,4.78,14.82,10.81,0.8453318335208099,,13.6467,0.017857142857142905,0.875,1,87.74104683195593,54.0633608815427,51.239669421487605,60.2754820936639,64.73829201101928,63.61157024793388,78.78787878787878,1.3333333333333335,47.8060606060606,58.86991735537189,51.239669421487605
ESI,Materials,Specialty Chemicals,28.05,28.2687,2.7079,23.21,3.87,9.4,16.21,0.9929577464788734,,10.0863,0.0,0.875,1,40.68575468363379,82.9666493279679,69.26475786496997,68.33510074231177,44.77941176470588,61.20633487671785,87.5751148815836,1.3333333333333335,53.07840226228349,58.76795509238753,40.68575468363379
VITL,Consumer Staples,Agricultural Products & Services,30.9,22.6965,1.9435,80.82,23.56,20.34,11.23,0.0836940836940836,,-21.5338,0.0032679738562091387,0.9444444444444444,1,37.70161290322581,96.95088414047245,67.00268817204301,31.983518420588755,58.06451612903226,58.34064395307246,98.65591397849462,1.3333333333333335,59.7268817204301,58.75651528327975,31.983518420588755
KTB,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",61.83,15.7914,1.213,20.89,9.91,46.949999999999996,10.59,0.2527586177423353,,-29.7227,0.050000000000000044,0.75,1,60.71428571428571,79.42524989135158,74.95206136145734,31.106104186641105,75.0,64.23954023074715,75.47619047619048,1.3333333333333335,45.819047619047616,58.71339244723729,31.106104186641105
NXT,Industrials,Electrical Components & Equipment,91.17,23.4819,4.0105,32.96,20.37,33.75,21.14,0.718701095461659,,114.3663,0.008522727272727293,0.7272727272727273,1,54.5912731289699,91.8083766030492,90.65865782932892,52.32928462376181,51.06324219828776,68.09016687667952,60.30102181717758,1.3333333333333335,36.713946423639875,58.67730074076762,51.06324219828776
