Ticker,Name,Sector,SubIndustry,Price,PE_Rank,PS_Rank,EV_EBITDA_Used,PB_Ratio,EPS_Growth,Rev_Growth,ROE,Op_Margin,ROIC,Mom_Range,Mom_12M,EPS_Growth_Win,Rev_Growth_Win,Mom_12M_Win,Mom_Range_Win,ROE_Win,Op_Margin_Win,ROIC_Win,Value_S,Growth_S,Prof_S,Mom_S,Rev_S,Fundamental_Score,Value_Pct,Growth_Pct,Prof_Pct,Mom_Pct,Value_Grade,Growth_Grade,Prof_Grade,Mom_Grade,Name_Key
EIX,Edison International,Utilities,Electric Utilities,73.74,6.0358,1.4689,6.477,1.6140965305899089,206.15,9.78,27.639999999999997,0.36719999999999997,8.42,0.9938861291555212,42.0809,132.4279999999999,9.78,42.0809,0.9938861291555212,21.4575,0.36719999999999997,8.42,97.02380952380952,81.76594239094239,94.64285714285715,94.75,50.0,88.21985514485515,1.0,0.9107142857142857,0.9821428571428571,0.9821428571428571,A+,A-,A+,A+,edisoninternational
SON,Sonoco Products Co,Materials,Paper & Plastic Packaging Products & Materials,56.45,5.5511,0.7405,6.3553,1.533063383819867,510.26,19.34,31.790000000000003,0.1354,11.58,0.8994441637190502,22.0804,240.63449999999997,19.34,22.0804,0.8994441637190502,31.424,0.1354,11.58,89.95433789954338,95.5562553578614,83.10502283105022,70.87772704211059,50.0,81.5516366626428,0.958904109589041,0.9863013698630136,0.8904109589041096,0.6712328767123288,A,A+,B+,B-,sonocoproductsco
CALM,Cal-Maine Foods Inc,Consumer Staples,Packaged Foods & Meats,83.81,3.4636,0.9479,2.3346,1.5872234290162093,84.41,36.6,44.65,0.3428,44.65,0.2182452276064611,-6.9915,69.612,19.12049999999996,-6.9915,0.2182452276064611,44.65,0.3428,32.47482599999996,85.58558558558559,98.34389687327037,93.91891891891892,45.59351095509108,50.0,78.66360769179842,0.9459459459459459,1.0,0.9864864864864865,0.44594594594594594,A,A+,A+,C,calmainefoodsinc
CF,CF Industries Holdings Inc,Materials,Fertilizers & Agricultural Chemicals,97.18,10.4176,2.1397,5.7564,3.31178413083558,32.93,19.34,28.18,0.32380000000000003,17.53,0.7867123648826788,21.0815,32.93,19.34,21.0815,0.7867123648826788,28.18,0.32380000000000003,16.645999999999997,73.05936073059361,86.99385923476618,93.83561643835617,63.48493150684931,50.0,76.81950244056054,0.8356164383561644,0.9452054794520548,1.0,0.5753424657534246,B+,A,A+,C+,cfindustriesholdingsinc
INCY,Incyte Corp,Health Care,Biotechnology,101.32,15.6718,3.922,10.9232,3.891250830520126,2749.07,21.22,29.15,0.29460000000000003,28.910000000000004,0.8132130086838071,41.9445,220.49,21.22,41.9445,0.8132130086838071,29.15,0.29460000000000003,28.910000000000004,70.74004093843489,82.71412218330028,86.7579908675799,79.37785388127853,50.0,76.79290316441947,0.8013698630136986,0.9383561643835616,0.9075342465753424,0.815068493150685,B+,A,A-,B+,incytecorp
BYD,Boyd Gaming Corp,Consumer Discretionary,Casinos & Gaming,86.2,3.6534,1.6457,2.8974,4.69744528729619,265.64,4.12,107.19000000000001,0.1825,39.14,0.8787878787878791,8.5369,265.64,4.12,8.5369,0.8787878787878791,107.19000000000001,0.1825,39.14,80.07653332388477,75.60502989074418,87.86237049710104,72.33333333333334,50.0,76.57239860006196,0.8816568047337278,0.834319526627219,0.9704142011834319,0.7041420118343196,B+,B+,A+,B,boydgamingcorp
NEM,Newmont Corporation,Materials,Gold,122.13,18.544,6.198,10.8514,4.599047278341587,26.06,26.59,22.720000000000002,0.4537,18.34,0.8638547784303257,153.9613,26.06,26.5,117.9685399999997,0.8638547784303257,22.720000000000002,0.4537,16.645999999999997,54.337899543378995,87.0362219263967,93.37899543378995,84.6077210460772,50.0,76.25801233878701,0.589041095890411,0.958904109589041,0.9863013698630136,0.9315068493150684,C+,A,A+,A,newmontcorporation
CCK,Crown Holdings Inc,Materials,Paper & Plastic Packaging Products & Materials,114.8,17.943,1.0709,9.3094,4.341709150870611,78.94,4.78,25.45,0.1244,8.0,0.9736644093303236,29.4688,78.94,4.78,29.4688,0.9693808788431839,25.45,0.1244,8.0,77.1689497716895,80.4658933851187,72.6027397260274,85.25621511922881,50.0,75.58734407529872,0.8767123287671232,0.8493150684931506,0.7808219178082192,0.9726027397260274,B+,B+,B,A+,crownholdingsinc
PAHC,Phibro Animal Health Corp,Health Care,Pharmaceuticals,52.8,23.2693,1.4634,12.8372,7.4914869466515315,373.82,32.39,30.81,0.1153,8.95,0.9128051818634778,129.865,220.49,32.39,74.02709999999999,0.9128051818634778,30.81,0.1153,8.95,72.77594079672492,91.72143867303068,63.013698630136986,90.45205479452054,50.0,75.38210855022572,0.8424657534246576,0.9863013698630136,0.6506849315068494,0.952054794520548,B+,A+,B-,A,phibroanimalhealthcorp
JOE,St Joe Co,Real Estate,Real Estate Development,71.52,39.4782,8.451,25.1737,5.759520684184672,53.54,26.89,14.180000000000001,0.2712,7.8,0.9880483113115321,51.0135,53.54,25.3525,44.296575000000004,0.9880483113115321,14.0425,0.2321,7.8,27.777777777777782,100.0,94.44444444444446,93.65079365079364,50.0,74.28571428571429,0.5,1.0,1.0,1.0,C,A+,A+,A+,stjoeco
