Ticker,Name,Sector,SubIndustry,Price,PE_Rank,PS_Rank,EV_EBITDA_Used,PB_Ratio,EPS_Growth,Rev_Growth,ROE,Op_Margin,ROIC,Mom_Range,Mom_12M,EPS_Growth_Win,Rev_Growth_Win,Mom_12M_Win,Mom_Range_Win,ROE_Win,Op_Margin_Win,ROIC_Win,Value_S,Growth_S,Prof_S,Mom_S,Rev_S,Fundamental_Score,Value_Pct,Growth_Pct,Prof_Pct,Mom_Pct,Value_Grade,Growth_Grade,Prof_Grade,Mom_Grade,Name_Key
EIX,Edison International,Utilities,Electric Utilities,70.77,5.8224,1.4169,6.3823,1.549086133304148,206.15,9.78,27.639999999999997,0.36719999999999997,8.42,0.8296723082463089,22.4818,102.34999999999991,9.78,22.4818,0.8296723082463089,21.623999999999995,0.36719999999999997,8.42,97.12643678160919,76.44342142151004,94.82758620689656,74.68460891505467,50.0,83.21411181443938,1.0,0.8793103448275862,0.9827586206896551,0.8275862068965517,A+,B+,A+,B+,edisoninternational
MU,Micron Technology Inc,Information Technology,Semiconductors,355.46,16.6548,6.9093,10.9033,7.3631704760602705,412.05,85.55,40.839999999999996,0.48340000000000005,33.46,0.717227916056613,285.8244,237.33199999999994,35.881999999999934,237.97126499999996,0.717227916056613,40.839999999999996,0.40704999999999986,33.46,65.94844320211196,96.71650794218354,92.09362139917694,87.16935907538745,50.0,81.28768955383643,0.7098765432098766,1.0,0.9567901234567902,0.9135802469135802,B,A+,A,A-,microntechnologyinc
CALM,Cal-Maine Foods Inc,Consumer Staples,Packaged Foods & Meats,78.7,3.2751,0.8963,2.1946,1.4904484412787935,84.41,36.6,44.65,0.3428,44.65,0.12444933920704847,-15.194,81.65199999999996,20.995,-15.194,0.12444933920704847,44.65,0.3428,32.97102,84.50704225352113,98.26424027399109,95.07042253521126,56.264252179745135,50.0,80.80006468793034,0.9577464788732394,1.0,0.9859154929577465,0.5211267605633803,A,A+,A+,C+,calmainefoodsinc
SON,Sonoco Products Co,Materials,Paper & Plastic Packaging Products & Materials,53.56,5.2537,0.7009,6.1561,1.4618183207648618,510.27,19.34,31.840000000000003,0.1354,11.58,0.7534108135421932,13.6431,404.5339999999985,19.34,13.6431,0.7534108135421932,31.609,0.1354,11.58,92.15686274509805,95.32613045218088,85.29411764705883,61.60000000000001,50.0,80.7479711884754,0.9705882352941176,0.9852941176470589,0.9117647058823529,0.5441176470588235,A+,A+,A-,C+,sonocoproductsco
CF,CF Industries Holdings Inc,Materials,Fertilizers & Agricultural Chemicals,132.56,13.8915,2.8532,7.0533,4.20729230144221,32.98,19.34,29.95,0.32380000000000003,18.44,0.9303851640513553,72.9645,32.98,19.34,72.9645,0.9303851640513553,29.95,0.2979699999999999,16.6485,66.66666666666667,83.03871548619449,96.07843137254902,89.92941176470589,50.0,80.279899959984,0.7720588235294118,0.8970588235294118,1.0,0.9705882352941176,B,B+,A+,A+,cfindustriesholdingsinc
BYD,Boyd Gaming Corp,Consumer Discretionary,Casinos & Gaming,82.94,3.3969,1.5301,2.8556,2.428220524816507,265.66,4.12,91.96,0.1825,38.72,0.7736943907156674,21.3283,197.57599999999934,4.12,21.3283,0.7736943907156674,91.96,0.1825,38.72,78.95833333333333,78.37551576775715,88.2953354297694,81.55172413793105,50.0,78.79886517191332,0.875,0.84375,0.96875,0.84375,B+,B+,A,B+,boydgamingcorp
INVA,Innoviva Inc,Health Care,Pharmaceuticals,22.66,6.19,4.0807,7.7905,1.4420170420195875,3397.08,14.67,30.599999999999998,0.3981,21.88,0.7118840579710145,30.0804,412.0539999999994,14.67,30.0804,0.7118840579710145,30.599999999999998,0.3981,21.88,76.41315519013361,85.21024513327976,88.33333333333333,73.77289377289378,50.0,77.98324991210144,0.8571428571428571,0.9571428571428572,0.9357142857142857,0.7214285714285714,B+,A,A,B,innovivainc
JOE,St Joe Co,Real Estate,Real Estate Development,60.32,30.2737,6.8202,20.2868,4.529956893314709,57.0,27.44,15.45,0.2849,8.62,0.6036219716958502,27.905,54.666,25.247500000000002,26.73485,0.6036219716958502,14.995,0.239875,8.5125,38.88888888888889,100.0,100.0,87.3015873015873,50.0,77.18253968253968,0.6666666666666666,1.0,1.0,0.8333333333333334,B-,A+,A+,B+,stjoeco
APA,APA Corp (US),Energy,Oil & Gas Exploration & Production,42.8,10.5433,1.695,3.5311,2.479377143386783,77.13,-8.39,24.51,0.3422,13.56,0.9858280469699015,102.8436,77.13,-8.39,102.8436,0.9858280469699015,24.51,0.3422,13.56,83.33333333333333,51.8011558334139,88.70967741935483,90.6158357771261,50.0,76.49415101028004,0.9838709677419355,0.5161290322580645,0.9838709677419355,1.0,A+,C+,A+,A+,apacorpus
ECPG,Encore Capital Group Inc,Financials,Consumer Finance,70.7,5.8987,0.8565,8.1349,1.5698412839392137,13.54,33.12,28.189999999999998,0.35340000000000005,5.3100000000000005,0.919423204787234,104.0993,13.54,33.12,53.174749999999996,0.8148056257295199,28.189999999999998,0.35340000000000005,5.3100000000000005,71.90265486725664,59.22292060107151,88.93805309734513,94.72898230088495,50.0,76.00055757154173,0.8473451327433629,0.6902654867256637,0.8893805309734514,0.9690265486725663,B+,B-,B+,A,encorecapitalgroupinc
