Ticker,Name,Sector,SubIndustry,Price,PE_Rank,PS_Rank,EV_EBITDA_Used,PB_Ratio,EPS_Growth,Rev_Growth,ROE,Op_Margin,ROIC,Mom_Range,Mom_12M,EPS_Growth_Win,Rev_Growth_Win,Mom_12M_Win,Mom_Range_Win,ROE_Win,Op_Margin_Win,ROIC_Win,Value_S,Growth_S,Prof_S,Mom_S,Rev_S,Fundamental_Score,Value_Pct,Growth_Pct,Prof_Pct,Mom_Pct,Value_Grade,Growth_Grade,Prof_Grade,Mom_Grade,Name_Key
UNIT,Uniti Group Inc (Delaware),Communication Services,Alternative Carriers,10.39,1.8874,1.102,4.9019,6.3930593157765205,807.23,91.48,245.66,0.7885,13.11,0.8879972086531752,34.7601,387.13399999999774,18.9545,34.7601,0.8879972086531752,47.58500000000001,0.4268799999999999,13.11,90.33670033670033,98.39760709325927,91.68350168350169,83.07422046552482,50.0,86.79941601680733,0.9555555555555556,1.0,0.9555555555555556,0.8222222222222222,A,A+,A,B+,unitigroupincdelaware
EIX,Edison International,Utilities,Electric Utilities,72.61,5.9278,1.4426,6.4291,1.5893619349896027,206.15,9.78,27.639999999999997,0.36719999999999997,8.42,0.8959308606409795,32.621,102.34999999999991,9.78,32.621,0.8959308606409795,21.623999999999995,0.36719999999999997,8.42,97.12643678160919,76.44342142151004,94.82758620689656,68.22539949537426,50.0,81.9222699305033,1.0,0.8793103448275862,0.9827586206896551,0.7241379310344828,A+,B+,A+,B,edisoninternational
SON,Sonoco Products Co,Materials,Paper & Plastic Packaging Products & Materials,54.06,5.324,0.7102,6.2032,1.4754648696891044,510.27,19.34,31.840000000000003,0.1354,11.58,0.7786760990399194,23.481,510.27,19.34,23.481,0.7786760990399194,31.609,0.1354,11.58,92.15686274509805,93.62545018007204,85.29411764705883,62.352941176470594,50.0,80.55842336934775,0.9705882352941176,0.9852941176470589,0.9044117647058824,0.5882352941176471,A+,A+,A-,C+,sonocoproductsco
MU,Micron Technology Inc,Information Technology,Semiconductors,377.58,17.5927,7.2984,11.5232,7.82137486173082,412.05,85.55,40.839999999999996,0.48340000000000005,33.46,0.7712054660810151,483.4054,236.99549999999996,35.320999999999806,366.3562,0.7712054660810151,40.839999999999996,0.4064000000000001,33.46,64.51048057259713,96.72375133334963,92.14266661585947,83.94731401524703,50.0,80.29749986683348,0.6993865030674846,1.0,0.9570552147239264,0.8588957055214724,B-,A+,A,B+,microntechnologyinc
CF,CF Industries Holdings Inc,Materials,Fertilizers & Agricultural Chemicals,133.78,14.2478,2.9264,7.2157,4.246013609587649,32.98,19.34,29.95,0.32380000000000003,18.44,0.8903779147681586,83.0847,32.98,19.34,83.0847,0.8903779147681586,29.95,0.2979699999999999,16.6485,65.68627450980392,82.18837535014006,96.07843137254902,83.5764705882353,50.0,78.59414565826332,0.7352941176470589,0.8823529411764706,1.0,0.8676470588235294,B,B+,A+,B+,cfindustriesholdingsinc
JOE,St Joe Co,Real Estate,Real Estate Development,65.12,32.3142,7.2799,21.5012,4.8904309166554025,57.0,27.44,15.45,0.2849,8.62,0.7475413768289757,44.9688,54.666,25.247500000000002,44.2168,0.7475413768289757,14.995,0.239875,8.5125,38.88888888888889,100.0,100.0,93.65079365079364,50.0,78.45238095238095,0.6666666666666666,1.0,1.0,1.0,B-,A+,A+,A+,stjoeco
INVA,Innoviva Inc,Health Care,Pharmaceuticals,23.28,6.3716,4.2005,8.0675,1.4814720537606354,3397.08,14.67,30.599999999999998,0.3981,21.88,0.7837681159420292,31.377,417.51599999999985,14.67,31.377,0.7837681159420292,30.599999999999998,0.3981,21.88,75.34468775344688,85.27147759884332,88.16425120772948,73.33333333333334,50.0,77.59819692672943,0.855072463768116,0.9492753623188406,0.9347826086956522,0.7391304347826086,B+,A,A,B,innovivainc
BYD,Boyd Gaming Corp,Consumer Discretionary,Casinos & Gaming,83.39,3.4514,1.5547,2.8917,2.441395099643701,265.66,4.12,91.96,0.1825,38.72,0.7882011605415863,35.0008,211.6360000000002,4.12,35.0008,0.7882011605415863,91.96,0.1825,38.72,77.91666666666667,78.3689785016045,88.71331236897275,74.65517241379311,50.0,77.26232494198938,0.840625,0.85,0.9625,0.7625,B+,B+,A,B,boydgamingcorp
ECPG,Encore Capital Group Inc,Financials,Consumer Finance,73.76,6.0438,0.8776,8.1914,1.6377863239512929,13.54,33.12,28.189999999999998,0.35340000000000005,5.3100000000000005,0.9830036569148937,135.5045,13.54,33.12,81.33528499999998,0.9024249744969819,28.189999999999998,0.35340000000000005,5.3100000000000005,72.32142857142857,58.96566406873211,88.83928571428571,96.27790178571428,50.0,76.33889174231786,0.84375,0.6875,0.8883928571428571,0.9888392857142857,B+,B-,B+,A+,encorecapitalgroupinc
NFG,National Fuel Gas Co,Utilities,Gas Utilities,95.98,13.9603,2.1825,7.7212,2.8031296454762376,-2.57,112.85,21.09,0.2394,11.05,0.9601916697382972,31.4254,-2.57,22.246,31.4254,0.9601916697382972,21.09,0.2394,8.605999999999998,88.50574712643679,64.60510670254709,83.9080459770115,75.81450653983353,50.0,76.1873709243382,0.9655172413793104,0.7068965517241379,0.9137931034482759,0.8448275862068966,A,B,A-,B+,nationalfuelgasco
NEM,Newmont Corporation,Materials,Gold,114.65,17.6041,5.502,9.1331,3.686590008746206,118.49,21.34,21.72,0.47909999999999997,18.02,0.7799819461211351,159.5066,118.49,21.34,159.5066,0.7799819461211351,21.72,0.2979699999999999,16.6485,52.45098039215687,86.96387645967478,93.13725490196079,83.9572192513369,50.0,75.58127796573176,0.5441176470588235,0.9558823529411765,0.9852941176470589,0.8823529411764706,C+,A,A+,B+,newmontcorporation
INCY,Incyte Corp,Health Care,Biotechnology,93.69,14.4437,3.6147,9.9139,3.598216446026753,2749.07,21.22,29.15,0.29460000000000003,28.910000000000004,0.6832964413417333,54.655,417.51599999999985,21.22,54.655,0.6832964413417333,29.15,0.29460000000000003,28.910000000000004,70.98099368807081,85.58098743208842,86.95652173913044,69.60763520678685,50.0,75.52210338457536,0.8188405797101449,0.9565217391304348,0.9057971014492754,0.6956521739130435,B+,A,A-,B-,incytecorp
APA,APA Corp (US),Energy,Oil & Gas Exploration & Production,42.96,10.5828,1.7013,3.5415,2.488645842988229,77.13,-8.39,24.51,0.3422,13.56,0.9158249158249161,183.004,77.13,-8.39,182.63706999999997,0.9158249158249161,24.51,0.3422,13.56,83.87096774193549,51.8011558334139,88.17204301075269,84.67741935483872,50.0,75.30646772582257,0.9838709677419355,0.5,0.9838709677419355,0.8870967741935484,A+,C,A+,B+,apacorpus
DELL,Dell Technologies Inc,Information Technology,"Technology Hardware, Storage & Peripherals",177.69,19.33,1.0106,12.6413,46.36399217221135,33.09,18.8,130.7,0.0739,13.700000000000001,0.9275874984393858,148.0665,33.09,18.8,148.0665,0.9275874984393858,104.37,0.0739,13.700000000000001,81.46472392638037,75.1898987206823,69.40263435328787,85.17400370804955,50.0,74.78962005566343,0.852760736196319,0.852760736196319,0.7177914110429447,0.8834355828220859,B+,B+,B,B+,delltechnologiesinc
PAHC,Phibro Animal Health Corp,Health Care,Pharmaceuticals,55.66,24.4328,1.5366,13.3252,7.897275822928489,373.82,32.39,30.81,0.1153,8.95,0.9527255185721178,190.0469,373.82,32.39,100.52547000000003,0.8896350616612319,30.81,0.1153,8.95,65.62995874325611,90.95873577970764,61.35265700483092,98.1159420289855,50.0,74.56058949876038,0.7246376811594203,0.9855072463768116,0.644927536231884,0.9927536231884058,B,A+,B-,A+,phibroanimalhealthcorp
PARR,Par Pacific Holdings Inc,Energy,Oil & Gas Refining & Marketing,64.61,8.5712,0.4241,5.8273,2.1237640685810457,5.6,-6.39,28.59,0.07200000000000001,15.959999999999999,0.949825645473106,400.0774,5.6,-6.39,182.63706999999997,0.949825645473106,28.167,0.07200000000000001,14.569499999999998,92.4731182795699,45.310870894853096,75.26881720430107,92.1357063403782,50.0,74.42479931801401,1.0,0.4032258064516129,0.7741935483870968,0.9838709677419355,A+,C,B,A+,parpacificholdingsinc
