Ticker,Sector,SubIndustry,Price,PE_Rank,PS_Rank,EPS_Growth,EPS_Growth_Source,EPS_Growth_TTMYoY,EPS_Growth_3Y,EPS_Growth_5Y,Rev_Growth,ROE,Op_Margin,Mom_Range,Mom_12M,Rev_Change,Rec_BuyRatio,Shrunk_Ratio,Analyst_Count,Streak_Days,Streak_Days_Raw,Streak_Score,Value_S,Growth_S,Prof_S,Mom_S,Rev_S,Fundamental_Score,Consensus_Score,Sentiment_Score,Alpha_Score,Min_Fund_Factor
NI,Utilities,Multi-Utilities,43.53,23.1911,3.3631,10.36,TTM_YoY,10.36,5.96,10.35,20.5,10.07,28.12,0.8538961038961038,17.9355,0.05138339920948609,0.8695652173913043,0.8124999999999999,23.0,63.75,63.75,73.78268196817572,40.90909090909091,82.51748251748252,73.42657342657341,57.34265734265735,63.636363636363626,63.88111888111888,93.006993006993,85.31726859146609,68.16834882318832,40.90909090909091
BG,Consumer Staples,Agricultural Products & Services,108.83,15.9059,0.3501,17.66,TTM_YoY,17.66,-16.27,,10.29,10.99,2.8,0.9997586872586871,35.2934,0.15000000000000002,0.85,0.79,20.0,0.0,0.0,0.0,77.86561264822134,69.96047430830039,34.1897233201581,92.88537549407116,100.0,75.33596837944664,63.636363636363626,38.18181818181817,67.90513833992095,34.1897233201581
KALU,Materials,Aluminum,131.22,22.9175,0.6527,90.32,TTM_YoY,90.32,,-5.6,7.69,12.16,4.93,1.0,76.0099,0.75,0.75,0.6730769230769231,8.0,0.0,0.0,0.0,74.15458937198068,82.06521739130434,55.79710144927536,91.59420289855072,100.0,81.1425120772947,24.396135265700483,14.63768115942029,67.84154589371983,55.79710144927536
CFG,Financials,Regional Banks,60.61,15.1051,1.48499,36.95,TTM_YoY,36.95,-15.04,-3.47,62.72879,6.800000000000001,31.44855,0.9475642760487145,28.7383,0.038461538461538436,0.8461538461538461,0.7983870967741936,26.0,63.75,63.75,73.78268196817572,66.85393258426967,80.19619845824164,25.574424739252187,84.26920691667883,70.16739279981657,64.70714039380867,84.75120385232745,80.36379509866676,67.8384713347803,25.574424739252187
DY,Industrials,Construction & Engineering,365.65,34.4467,1.9815,33.67,TTM_YoY,33.67,71.2,34.5,13.19,22.21,8.31,0.9710283085340075,91.8013,0.0032679738562091387,0.9444444444444444,0.8586956521739131,18.0,90.0,93.75,84.89281911636292,49.00568181818182,66.080341971113,56.96022727272727,80.9659090909091,59.09090909090908,61.326863848768056,99.43181818181819,93.61621855563607,67.78473479014166,49.00568181818182
KRYS,Health Care,Biotechnology,282.01,41.112,21.9142,277.03,TTM_YoY,277.03,,,54.51,19.36,42.4,0.9193324864303036,92.5772,0.0,0.8888888888888888,0.8152173913043478,18.0,90.0,93.75,84.89281911636292,26.190476190476193,89.89695087521174,78.51731601731602,92.61904761904762,43.01948051948052,63.56867588932806,78.62554112554112,81.13245232186983,67.08143117583643,26.190476190476193
CPRX,Health Care,Biotechnology,22.96,12.9024,4.8564,45.99,TTM_YoY,45.99,52.98,34.24,25.56,26.39,44.78,0.5192563081009298,-0.4337,0.0,0.9285714285714286,0.8289473684210527,14.0,90.0,93.75,84.89281911636292,79.05844155844156,66.13401091661962,86.25541125541125,34.285714285714285,43.01948051948052,62.18730001882176,87.82467532467533,86.65193284135036,67.08022658332749,34.285714285714285
TMDX,Health Care,Health Care Equipment,143.69,53.51,8.6704,144.86,TTM_YoY,144.86,,,41.2,31.41,16.94,0.8781188118811881,137.7399,0.07777777777777783,0.8,0.7500000000000001,20.0,0.0,0.0,0.0,31.57248157248157,92.77854930028843,77.45700245700246,95.60196560196562,82.43243243243244,75.31000961435744,53.13267813267814,31.879606879606882,66.62392906740733,31.57248157248157
MCK,Health Care,Health Care Distributors,844.13,25.5894,0.2666,66.52,TTM_YoY,66.52,52.67,39.07,17.23,39.43,1.36,0.8417263973913309,44.6791,0.045454545454545414,0.8636363636363636,0.8055555555555556,22.0,3.75,3.75,7.5729036695147744,75.98814229249012,76.96124763705104,57.312252964426875,72.92490118577075,71.73913043478261,70.92584636535487,77.27272727272727,49.392797831442266,66.61923665857236,57.312252964426875
OPCH,Health Care,Health Care Facilities,36.11,27.4144,1.0364,5.27,TTM_YoY,5.27,16.65,,15.79,15.28,6.03,0.9941398074508162,25.5563,0.01388888888888884,0.8888888888888888,0.8152173913043478,18.0,63.75,63.75,73.78268196817572,67.08754208754209,55.444542038744935,45.833333333333336,80.4040404040404,65.993265993266,62.232006050846636,81.56565656565657,78.45246672666423,65.47609818601015,45.833333333333336
MPWR,Information Technology,Semiconductors,1009.54,24.8641,17.7083,341.32,TTM_YoY,341.32,93.47,72.79,30.48,56.64,26.01,0.8336936831648453,67.5835,0.040000000000000036,0.8,0.7583333333333334,25.0,0.0,0.0,0.0,47.72079772079772,87.40987092818392,82.3614772212903,72.94092350696124,75.97340930674264,73.43292002678425,55.55555555555556,33.333333333333336,65.41300268809407,47.72079772079772
NBIX,Health Care,Biotechnology,133.35,30.8831,4.9271,12.16,TTM_YoY,12.16,53.21,53.47,19.61,15.82,20.51,0.6467412771560236,-6.4604,0.032773109243697474,0.8857142857142857,0.8437499999999999,35.0,90.0,93.75,84.89281911636292,61.95887445887446,55.94344061735365,61.95887445887446,30.865800865800864,72.40259740259741,58.702757387540004,96.21212121212122,91.6844003738179,65.29908598479558,30.865800865800864
ADMA,Health Care,Biotechnology,17.5,20.7718,8.905,206.77,TTM_YoY,206.77,,,27.62,53.98,33.25,0.32867707477403446,12.0098,0.0888888888888888,0.8888888888888888,0.7678571428571428,9.0,0.0,0.0,0.0,46.37445887445887,82.95125164690381,84.95670995670994,40.086580086580085,96.75324675324674,73.05778279691322,56.16883116883117,33.7012987012987,65.18648597779031,40.086580086580085
HALO,Health Care,Biotechnology,71.82,14.408,6.9034,57.4,TTM_YoY,57.4,7.75,,31.19,141.55,59.33,0.7599999999999998,31.7556,0.04583333333333328,0.7333333333333333,0.6875,15.0,0.0,0.0,0.0,61.850649350649356,75.42819499341238,100.0,66.53679653679654,84.95670995670996,78.67546583850933,18.181818181818183,10.90909090909091,65.12219085262565,61.850649350649356
WAL,Financials,Regional Banks,89.83,10.8023,2.03505,24.59,TTM_YoY,24.59,-6.1,8.28,69.87056,12.790000000000001,41.20746,0.87764390896921,2.2306,0.0,0.9,0.8300000000000001,20.0,90.0,93.75,84.89281911636292,83.68493464801651,74.1121091671341,68.48346527068438,37.005469450292885,28.47970648933731,57.92684885704525,98.62416876863105,93.1316289077238,64.96780486718096,28.47970648933731
KO,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,70.48,23.5828,6.4475,25.45,TTM_YoY,25.45,3.01,3.54,2.8,47.010000000000005,31.42,0.7013782542113328,14.1007,0.0,0.8857142857142857,0.8437499999999999,35.0,90.0,93.75,84.89281911636292,33.4710743801653,58.4710743801653,95.86776859504133,60.74380165289256,48.34710743801652,58.760330578512395,91.73553719008264,88.99844996059474,64.80795445492888,33.4710743801653
UBER,Industrials,Passenger Ground Transportation,84.38,10.5365,3.5341,282.23,TTM_YoY,282.23,,,18.25,70.61,8.72,0.5742263056092842,25.9027,0.013387978142076484,0.8166666666666667,0.7961538461538461,60.0,0.0,0.0,0.0,61.90476190476191,93.4700813205486,69.26406926406926,46.493506493506494,63.636363636363626,67.81089938099284,86.14718614718613,51.68831168831168,64.5863818424566,46.493506493506494
STRL,Industrials,Construction & Engineering,336.31,33.2712,4.7043,72.95,TTM_YoY,72.95,56.63,41.21,6.2,35.620000000000005,19.68,0.7434014869888477,89.8448,0.09999999999999998,0.9,0.7833333333333333,10.0,0.0,0.0,0.0,31.392045454545457,57.96118309260832,89.77272727272728,66.13636363636364,93.4659090909091,69.11212298215804,75.99431818181819,45.596590909090914,64.40901656754463,31.392045454545457
TNL,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",73.48,11.3766,1.1787,3.29,TTM_YoY,3.29,18.11,1.16,3.6,121.75,19.71,0.9289802289282001,41.8259,0.012499999999999956,0.8125,0.75,16.0,0.0,0.0,0.0,77.3041474654378,37.73041474654378,84.7926267281106,81.38475485381885,69.81566820276497,69.6270680667825,61.05990783410138,36.635944700460826,63.028843393518166,37.73041474654378
WBS,Financials,Regional Banks,64.41,11.262,2.72593,21.16,TTM_YoY,21.16,-0.12,1.64,93.49402,9.959999999999999,43.21621,0.9214312061969749,10.7462,0.0,0.8636363636363636,0.8055555555555556,22.0,90.0,93.75,84.89281911636292,63.563402889245594,82.51292588917173,62.56349322159916,55.21722759583915,28.47970648933731,57.1304751617135,87.47993579454254,86.44508912327069,62.99339795402494,28.47970648933731
CR,Industrials,Industrial Machinery & Supplies & Components,206.91,32.6849,5.2729,38.15,TTM_YoY,38.15,-11.75,18.11,-0.37,20.19,17.06,0.989347206738511,34.6944,0.006535947712418277,0.8888888888888888,0.8152173913043478,18.0,90.0,93.75,84.89281911636292,34.498834498834505,43.52983465132997,70.62937062937063,71.32867132867132,61.771561771561764,55.87379909809816,95.33799533799532,91.15992484934236,62.931024248347,34.498834498834505
C,Financials,Diversified Banks,117.46,14.6908,1.09533,16.5,TTM_YoY,16.5,0.35,7.73,99.23775,6.72,23.01502,0.9022720652490532,50.0703,0.06896551724137934,0.8275862068965517,0.7867647058823529,29.0,0.0,0.0,0.0,63.94723986321446,71.26803934185128,28.95701025891548,80.41879468845761,83.39032730825599,65.74485892312887,84.63605276013678,50.78163165608206,62.752213469719514,28.95701025891548
CI,Health Care,Health Care Services,277.94,11.7767,0.27,114.21,TTM_YoY,114.21,-8.32,-2.03,15.26,15.06,3.45,0.34781428183546026,-2.3333,0.05347593582887711,0.8181818181818182,0.7828947368421053,33.0,0.0,0.0,0.0,92.01101928374655,76.57404080328982,51.5840220385675,29.090909090909093,79.20110192837467,68.1977282708508,67.90633608815426,40.74380165289256,62.70694294725916,29.090909090909093
TMO,Health Care,Life Sciences Tools & Services,624.65,35.8282,5.3788,8.52,TTM_YoY,8.52,-5.27,12.52,3.22,13.100000000000001,17.16,0.9786424450718054,13.27,0.08088235294117652,0.875,0.8310810810810811,32.0,3.75,3.75,7.5729036695147744,48.63636363636363,44.41501976284585,58.81818181818182,75.96363636363637,88.27272727272728,63.83664031620554,91.81818181818183,58.120070558715,62.69332636470744,44.41501976284585
GE,Industrials,Aerospace & Defense,319.94,41.7215,7.6536,32.21,TTM_YoY,32.21,,,17.68,42.13,17.0,0.9259067058755692,77.4585,0.019893899204244003,0.8275862068965517,0.7867647058823529,29.0,0.0,0.0,0.0,31.550802139037437,78.17648724740533,86.09625668449198,70.05347593582889,68.98395721925135,66.91871990937412,73.93048128342245,44.35828877005347,62.40663368150999,31.550802139037437
APH,Information Technology,Electronic Components,154.22,47.0113,8.5646,72.14,TTM_YoY,72.14,14.69,15.39,47.37,34.63,24.31,0.9793649203646199,117.3643,0.024347826086956514,0.72,0.6916666666666667,25.0,0.0,0.0,0.0,39.743589743589745,89.85264236318619,83.91112176158904,96.09740364457343,73.64672364672364,75.52776223203992,16.31054131054131,9.786324786324785,62.37947474289689,39.743589743589745
STT,Financials,Asset Management & Custody Banks,136.29,12.7714,1.80473,47.21,TTM_YoY,47.21,5.73,8.18,181.1518,11.15,24.96261,0.9881709031302973,36.6042,0.022727272727272707,0.7727272727272727,0.7314814814814814,22.0,0.0,0.0,0.0,76.54494382022472,93.9563548557594,42.60805030643513,86.57846016343208,59.44522471910112,70.46994500077395,49.29775280898876,29.578651685393254,62.29168633769781,42.60805030643513
ATI,Industrials,Aerospace & Defense,125.39,38.6115,3.7474,9.29,TTM_YoY,9.29,,7.37,7.75,24.8,14.82,0.9993527868441747,118.1625,0.06666666666666665,0.8666666666666667,0.7875000000000001,15.0,0.0,0.0,0.0,47.45989304812834,39.49805920669032,70.98930481283423,91.55080213903743,82.35294117647058,65.91030702850384,79.14438502673798,47.486631016042786,62.22557182601163,39.49805920669032
DXPE,Industrials,Trading Companies & Distributors,120.69,20.7834,0.9247,35.92,TTM_YoY,35.92,71.73,15.98,12.76,19.12,8.65,0.8375730763153736,20.183,0.031746031746031744,0.8888888888888888,0.7678571428571428,9.0,0.0,0.0,0.0,77.10437710437711,77.99962239214574,52.35690235690235,51.31313131313131,67.34006734006734,66.02416690267157,76.26262626262626,45.75757575757575,61.970848673652405,51.31313131313131
CAH,Health Care,Health Care Distributors,213.46,32.0508,0.2182,28.92,TTM_YoY,28.92,,,4.44,37.169999999999995,1.01,0.9786829886027861,71.1651,0.045454545454545525,0.8181818181818182,0.7685185185185185,22.0,0.0,0.0,0.0,72.5296442687747,46.59878558744343,50.98814229249011,93.47826086956522,80.23715415019763,68.10434209772583,60.07905138339922,36.04743083003953,61.69295984418858,46.59878558744343
MATX,Industrials,Marine Transportation,145.97,10.3619,1.3162,9.49,TTM_YoY,9.49,-13.43,48.79,1.88,16.23,14.89,0.8771929824561405,2.861,0.2222222222222222,0.8888888888888888,0.7678571428571428,9.0,0.0,0.0,0.0,78.51239669421487,39.38750289642388,63.63636363636364,38.099173553719005,99.17355371900827,66.8155171082104,68.59504132231405,41.15702479338842,61.683818645246006,38.099173553719005
WMT,Consumer Staples,Consumer Staples Merchandise Retail,119.2,41.6877,1.3584,17.2,TTM_YoY,17.2,13.97,6.82,4.34,25.380000000000003,4.12,0.9508750754375378,30.5014,0.0,0.9583333333333334,0.919811320754717,48.0,90.0,93.75,84.89281911636292,28.13852813852813,61.03896103896104,58.874458874458874,82.68398268398269,45.887445887445885,53.484848484848484,100.0,93.95712764654516,61.57930431718782,28.13852813852813
ENS,Industrials,Electrical Components & Equipment,167.14,17.8306,1.6142,21.12,TTM_YoY,21.12,38.8,22.99,6.17,18.02,12.15,1.0,75.8636,0.08333333333333337,0.75,0.6730769230769231,8.0,0.0,0.0,0.0,78.0564263322884,55.31419112630843,60.031347962382455,89.02821316614421,86.20689655172414,73.58634919704852,22.25705329153605,13.35423197492163,61.53992575262314,55.31419112630843
MSFT,Information Technology,Systems Software,456.66,32.5443,11.6206,16.02,TTM_YoY,16.02,12.24,18.8,15.59,31.53,45.94,0.5310452862432355,7.1192,-0.0031982942430703876,0.9253731343283582,0.8993055555555556,67.0,90.0,93.75,84.89281911636292,43.58465608465608,57.54747472283543,91.66790288285615,52.487271638215034,25.264550264550262,52.74923504993935,99.33862433862434,93.56030224971977,60.91144848989544,25.264550264550262
MLI,Industrials,Industrial Machinery & Supplies & Components,130.76,19.4244,3.5151,30.06,TTM_YoY,30.06,8.77,42.72,15.71,26.229999999999997,23.03,0.9902401239349342,60.9552,0.0,0.8333333333333334,0.7045454545454546,6.0,0.0,0.0,0.0,65.96736596736596,76.35121887458335,92.19114219114218,86.43356643356643,39.97668997668997,69.86115286582576,38.46153846153846,23.076923076923077,60.50430690804522,39.97668997668997
AROC,Energy,Oil & Gas Equipment & Services,26.18,17.3237,3.1932,64.31,TTM_YoY,64.31,78.72,8.43,31.94,19.28,33.8,0.5872093023255812,-9.2372,0.0,0.9333333333333333,0.8374999999999999,15.0,90.0,93.75,84.89281911636292,34.7926267281106,80.58755760368663,87.84562211981566,37.096774193548384,33.755760368663594,54.64861751152073,82.6036866359447,83.519339628112,60.42276193483899,33.755760368663594
GILD,Health Care,Biotechnology,121.26,18.7907,5.2392,7633.29,TTM_YoY,7633.29,-57.39,-38.15,2.78,40.739999999999995,36.06,0.8035902851108768,31.2622,0.006006006006005982,0.7837837837837838,0.7559523809523809,37.0,0.0,0.0,0.0,67.04545454545455,58.17099567099567,86.14718614718615,69.15584415584415,62.77056277056276,68.33874458874459,47.61904761904761,28.571428571428566,60.38528138528139,58.17099567099567
CTRA,Energy,Oil & Gas Exploration & Production,25.73,11.7306,2.7268,31.22,TTM_YoY,31.22,-13.16,-1.61,25.13,11.62,31.17,0.446194225721785,-11.4591,0.009775171065493637,0.8484848484848485,0.8092105263157896,33.0,33.75,33.75,50.7740863035089,48.007590132827325,76.32060644394609,69.25996204933587,40.702087286527515,60.626185958254275,59.97949130776455,68.21631878557875,61.23942579275081,60.2314782047618,40.702087286527515
EHC,Health Care,Health Care Facilities,102.8,19.1189,1.7847,27.88,TTM_YoY,27.88,2.72,4.32,11.13,24.37,17.29,0.2896221094190637,9.8173,-0.003676470588235281,0.9375,0.8452380952380951,16.0,90.0,93.75,84.89281911636292,65.65656565656565,56.41438539989264,77.31481481481481,40.67340067340067,25.925925925925924,52.4596447567462,95.37037037037037,91.17934986876739,60.203585779150444,25.925925925925924
ADEA,Information Technology,IT Consulting & Other Services,19.17,28.6041,5.5258,74.62,TTM_YoY,74.62,,,10.53,18.32,32.57,0.9559888579387187,48.4895,0.0,0.9,0.7833333333333333,10.0,0.0,0.0,0.0,56.6358024691358,64.80018176261481,80.82597784700587,81.99976706266014,42.052469135802475,63.26547475910093,79.55246913580247,47.73148148148148,60.158676103577044,42.052469135802475
GLW,Information Technology,Electronic Components,93.49,56.6197,5.1856,795.05,TTM_YoY,795.05,-36.35,-11.42,18.27,12.4,13.41,0.9469071296140231,91.5386,0.010526315789473717,0.8,0.7500000000000001,20.0,0.0,0.0,0.0,45.29914529914531,85.16076154699907,58.45514817477434,81.85668978121808,60.25641025641026,65.12561703546902,66.52421652421651,39.91452991452991,60.0833996112812,45.29914529914531
V,Financials,Transaction & Payment Processing Services,327.75,31.3816,16.1842,9.45,TTM_YoY,9.45,13.37,15.85,11.38,52.470000000000006,62.21,0.3757678734805908,3.6265,0.07234042553191489,0.8723404255319149,0.841346153846154,47.0,63.75,63.75,73.78268196817572,9.41011235955056,45.23557837511326,94.00718663359113,34.415219611848826,87.96147672552166,56.88322759680873,98.3948635634029,88.54999092531202,60.0,9.41011235955056
WDC,Information Technology,"Technology Hardware, Storage & Peripherals",222.1,28.5137,6.1247,2.46,3Y,,2.46,,-16.35,35.06,24.86,0.958442846516241,354.7875,0.03125,0.8125,0.7770270270270271,32.0,0.0,0.0,0.0,60.14814814814814,22.798742138364783,78.38213914849429,94.54814814814816,72.2962962962963,64.52210218329775,76.66666666666669,46.00000000000001,60.0,22.798742138364783
HOOD,Financials,Investment Banking & Brokerage,110.35,45.2258,23.6026,311.72,TTM_YoY,311.72,,,74.58,26.950000000000003,47.57,0.6496784618989225,142.2081,0.0741935483870968,0.7741935483870968,0.7430555555555556,31.0,0.0,0.0,0.0,6.044943820224713,94.54545454545455,89.60674157303373,72.38651685393259,83.41573033707866,69.75133810010215,54.741573033707866,32.84494382022472,60.0,6.044943820224713
FIX,Industrials,Construction & Engineering,1091.04,46.7316,4.7028,80.63,TTM_YoY,80.63,54.85,36.51,27.71,43.59,13.39,0.9718792130474725,120.903,0.019230769230769273,0.7692307692307693,0.7083333333333334,13.0,0.0,0.0,0.0,19.46022727272727,91.08963466440102,86.2215909090909,85.0,69.60227272727273,69.50485875106203,42.89772727272727,25.738636363636363,60.0,19.46022727272727
VICR,Industrials,Electrical Components & Equipment,145.48,81.5448,16.9152,1787.15,TTM_YoY,1787.15,-52.39,-16.69,11.55,13.77,19.0,0.9187755981892648,201.5755,0.2333333333333334,0.9,0.7833333333333333,10.0,0.0,0.0,0.0,5.799373040752343,86.83385579937305,64.576802507837,81.81818181818184,100.0,68.71473354231975,85.57993730407524,51.34796238244515,60.0,5.799373040752343
VITL,Consumer Staples,Agricultural Products & Services,29.49,21.6608,1.8548,18.52,TTM_YoY,18.52,177.44,80.82,23.56,20.34,11.23,0.025561739847454027,-30.8882,0.0032679738562091387,0.9444444444444444,0.8586956521739131,18.0,90.0,93.75,84.89281911636292,41.69960474308301,86.16600790513834,80.23715415019763,15.41501976284585,55.73122529644269,57.865612648221344,96.04743083003953,91.58558614456888,60.0,15.41501976284585
RGLD,Materials,Gold,259.15,45.0893,25.2375,66.92,TTM_YoY,66.92,33.79,10.69,28.11,14.729999999999999,65.38,0.9938508225523076,89.451,0.02083333333333337,0.8333333333333334,0.7717391304347826,18.0,0.0,0.0,0.0,17.676767676767682,95.73863636363637,87.62626262626262,91.71717171717171,60.1010101010101,68.99116161616162,77.77777777777779,46.66666666666667,60.0,17.676767676767682
APP,Information Technology,Application Software,606.99,72.4681,37.1582,148.76,TTM_YoY,148.76,252.84,68.68,40.81,262.94,59.92,0.745702702206894,81.1748,0.018181818181818188,0.8181818181818182,0.7828947368421053,33.0,0.0,0.0,0.0,17.48492678725237,93.75596882017396,99.78466838931956,87.96418182113663,54.435831180017225,69.00869786752398,73.557278208441,44.134366925064604,60.0,17.48492678725237
RRR,Consumer Discretionary,Casinos & Gaming,63.56,35.3288,3.3639,0.99,TTM_YoY,0.99,-10.55,,4.69,85.86,30.3,0.9618243243243245,36.5707,0.08359133126934981,0.7894736842105263,0.7395833333333334,19.0,0.0,0.0,0.0,18.81720430107527,45.73626045400239,95.96774193548387,76.79093953816323,95.96774193548387,67.61481775270775,53.36021505376344,32.016129032258064,60.0,18.81720430107527
AVGO,Information Technology,Semiconductors,343.02,70.5809,25.5491,290.4,TTM_YoY,290.4,20.59,46.63,23.87,31.47,39.97,0.7410943546345521,50.4474,0.0030323450134770447,0.9464285714285714,0.9139344262295082,56.0,90.0,93.75,84.89281911636292,22.55460588793923,83.04667955056414,89.21994124486338,60.33507140425379,56.6951566951567,62.18829522110059,100.0,93.95712764654516,60.0,22.55460588793923
CRS,Industrials,Industrial Machinery & Supplies & Components,340.11,41.4495,5.9269,82.17,TTM_YoY,82.17,,198.87,2.4,22.68,19.41,0.9577906645118357,71.4523,0.16666666666666663,0.9166666666666666,0.8088235294117647,12.0,3.75,3.75,7.5729036695147744,22.727272727272727,61.110384942160636,81.58508158508158,80.13986013986013,99.06759906759905,69.87242663878177,92.3076923076923,58.41377685242129,60.0,22.727272727272727
HWM,Industrials,Aerospace & Defense,224.26,62.1838,11.3061,36.29,TTM_YoY,36.29,68.1,22.65,9.7,29.7,25.1,0.9785766876604183,84.0309,0.041871921182266014,0.8275862068965517,0.7867647058823529,29.0,0.0,0.0,0.0,18.181818181818176,65.31644093491263,89.03743315508021,79.19786096256684,75.1336898395722,65.17024005864027,73.93048128342245,44.35828877005347,60.0,18.181818181818176
MSI,Information Technology,Communications Equipment,394.44,30.6371,5.7309,36.57,TTM_YoY,36.57,8.87,13.36,6.16,110.80000000000001,25.25,0.26403733253048306,-14.2671,0.09649122807017552,0.8333333333333334,0.7717391304347826,18.0,0.0,0.0,0.0,58.14814814814814,50.03052164261931,88.3217953155648,19.197763801537388,96.91358024691358,66.40815265322546,63.20987654320987,37.925925925925924,60.0,19.197763801537388
NDAQ,Financials,Financial Exchanges & Data,100.33,35.4035,7.0434,67.57,TTM_YoY,67.57,-6.38,4.53,16.44,13.96,27.61,0.9756701030927833,30.3326,0.06956521739130428,0.8695652173913043,0.8124999999999999,23.0,33.75,33.75,50.7740863035089,22.342264477095938,77.20157749227516,52.97399229983499,87.28097744951677,86.17113223854795,65.13849653090573,91.83232497839239,75.40902950843899,60.0,22.342264477095938
PLNT,Consumer Discretionary,Leisure Facilities,99.09,40.7762,6.52,32.05,TTM_YoY,32.05,57.69,7.27,14.39,35.79,29.34,0.4250467289719628,-7.1669,0.005434782608695676,0.875,0.8189655172413793,24.0,90.0,93.75,84.89281911636292,14.736070381231675,82.31069010638902,83.13782991202346,32.782077784721885,67.74193548387096,57.88971361860486,95.60117302052787,91.31783145886189,60.0,14.736070381231675
