Ticker,Sector,SubIndustry,Price,PE_Rank,PS_Rank,EPS_Growth,EPS_Growth_Source,EPS_Growth_TTMYoY,EPS_Growth_3Y,EPS_Growth_5Y,Rev_Growth,ROE,Op_Margin,Mom_Range,Mom_12M,Rev_Change,Rec_BuyRatio,Shrunk_Ratio,Analyst_Count,Streak_Days,Streak_Days_Raw,Streak_Score,Value_S,Growth_S,Prof_S,Mom_S,Rev_S,Fundamental_Score,Consensus_Score,Sentiment_Score,Alpha_Score,Min_Fund_Factor
DY,Industrials,Construction & Engineering,346.31,33.0541,1.9014,33.67,TTM_YoY,33.67,71.2,34.5,13.19,22.21,8.31,0.9135498129887795,96.243,0.0032679738562091387,0.9444444444444444,0.8586956521739131,18.0,90.0,93.0,84.89281911636292,49.857954545454554,66.66445412064571,56.96022727272727,82.55681818181819,59.09090909090908,61.85277718776551,99.43181818181819,93.61621855563607,68.20546546133963,49.857954545454554
CFG,Financials,Regional Banks,60.2,15.4328,1.48499,36.95,TTM_YoY,36.95,-15.04,-3.47,62.72879,6.800000000000001,31.44855,0.9336941813261166,39.03,0.038461538461538436,0.8461538461538461,0.7983870967741936,26.0,63.0,63.0,73.36649030323962,64.35450584728274,79.72159001021126,25.11581432879587,89.53822361426694,70.16739279981657,64.81096377935215,84.75120385232745,80.19731843269231,67.88823471002019,25.11581432879587
KALU,Materials,Aluminum,126.82,22.2109,0.6325,90.32,TTM_YoY,90.32,,-5.6,7.69,12.16,4.93,0.9947783924908309,80.6295,0.75,0.75,0.6730769230769231,8.0,0.0,0.0,0.0,75.3623188405797,82.06521739130434,55.79710144927536,86.57004830917874,100.0,80.63043478260869,24.396135265700483,14.63768115942029,67.43188405797102,55.79710144927536
BG,Consumer Staples,Agricultural Products & Services,101.02,14.7644,0.325,17.66,TTM_YoY,17.66,-16.27,,10.29,10.99,2.8,0.9865023474178402,24.3782,0.15000000000000002,0.85,0.79,20.0,0.0,0.0,0.0,79.84189723320159,69.96047430830039,34.1897233201581,85.77075098814228,100.0,74.66403162055336,63.636363636363626,38.18181818181817,67.36758893280633,34.1897233201581
CPRX,Health Care,Biotechnology,23.22,12.8596,4.8402,45.99,TTM_YoY,45.99,52.98,34.24,25.56,26.39,44.78,0.5537848605577689,5.9307,0.0,0.9285714285714286,0.8289473684210527,14.0,90.0,93.0,84.89281911636292,79.05844155844156,66.13401091661962,86.25541125541125,36.493506493506494,43.01948051948052,62.51846884999058,87.82467532467533,86.65193284135036,67.34516164826255,36.493506493506494
C,Financials,Diversified Banks,117.7,14.3351,1.09533,88.9,TTM_YoY,88.9,-15.18,-5.26,99.23775,6.94,23.01502,0.9057675502475969,64.8459,0.06896551724137934,0.8275862068965517,0.7867647058823529,29.0,0.0,0.0,0.0,64.92427943331705,93.31050648037504,29.689789936492424,86.49642492339122,83.39032730825599,71.40696073560959,84.63605276013678,50.78163165608206,67.28189491970409,29.689789936492424
KRYS,Health Care,Biotechnology,272.13,39.6717,21.1465,277.03,TTM_YoY,277.03,,,54.51,19.36,42.4,0.9850263852242745,77.9558,0.0,0.8888888888888888,0.8152173913043478,18.0,90.0,93.0,84.89281911636292,27.272727272727273,89.89695087521174,78.51731601731602,91.94805194805194,43.01948051948052,63.68447675512893,78.62554112554112,81.13245232186983,67.17407186847711,27.272727272727273
TMDX,Health Care,Health Care Equipment,134.66,50.1473,8.1255,144.86,TTM_YoY,144.86,,,41.2,31.41,16.94,0.7887128712871286,95.6983,0.07777777777777783,0.8,0.7500000000000001,20.0,0.0,0.0,0.0,36.85503685503686,92.77854930028843,77.45700245700246,88.4029484029484,82.43243243243244,75.28666809101593,53.13267813267814,31.879606879606882,66.60525584873412,36.85503685503686
MCK,Health Care,Health Care Distributors,825.62,25.1708,0.2622,66.52,TTM_YoY,66.52,52.67,39.07,17.23,39.43,1.36,0.7847848155781831,41.9225,0.045454545454545414,0.8636363636363636,0.8055555555555556,22.0,3.0,3.0,6.105652631086677,75.49407114624506,76.96124763705104,57.312252964426875,69.92094861660078,71.73913043478261,70.37643925073037,77.27272727272727,48.80589741607103,66.06233088379851,57.312252964426875
KO,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,70.5,22.8994,6.2607,25.45,TTM_YoY,25.45,3.01,3.54,2.8,47.010000000000005,31.42,0.7161667885881494,15.4413,0.0,0.8857142857142857,0.8437499999999999,35.0,90.0,93.0,84.89281911636292,33.4710743801653,58.4710743801653,95.86776859504133,70.0,48.34710743801652,60.14876033057851,91.73553719008264,88.99844996059474,65.91869825658176,33.4710743801653
WAL,Financials,Regional Banks,87.46,10.9736,2.03505,24.59,TTM_YoY,24.59,-6.1,8.28,69.87056,12.790000000000001,41.20746,0.8141900937081658,11.5561,0.0,0.9,0.8300000000000001,20.0,90.0,93.0,84.89281911636292,83.91423985324467,73.63750071910371,68.48346527068438,43.177531737924994,28.47970648933731,58.80359755162963,98.62416876863105,93.1316289077238,65.66920382284847,28.47970648933731
STRL,Industrials,Construction & Engineering,307.58,28.8645,4.0812,72.95,TTM_YoY,72.95,56.63,41.21,6.2,35.620000000000005,19.68,0.6543990086741016,88.0993,0.09999999999999998,0.9,0.7833333333333333,10.0,0.0,0.0,0.0,38.77840909090909,57.96118309260832,89.77272727272728,65.22727272727272,93.4659090909091,70.45303207306712,75.99431818181819,45.596590909090914,65.48174384027189,38.77840909090909
HALO,Health Care,Biotechnology,72.42,14.2441,6.8248,57.4,TTM_YoY,57.4,7.75,,31.19,141.55,59.33,0.77875,37.1591,0.04583333333333328,0.7333333333333333,0.6875,15.0,0.0,0.0,0.0,62.121212121212125,75.42819499341238,100.0,67.61904761904762,84.95670995670996,78.89191605495954,18.181818181818183,10.90909090909091,65.29535102578582,62.121212121212125
MPWR,Information Technology,Semiconductors,967.16,24.2445,17.2671,341.32,TTM_YoY,341.32,93.47,72.79,30.48,56.64,26.01,0.7717816864372113,63.5844,0.040000000000000036,0.8,0.7583333333333334,25.0,0.0,0.0,0.0,48.19563152896486,87.40987092818392,82.3614772212903,71.05520614954577,75.97340930674264,73.24502918480535,55.55555555555556,33.333333333333336,65.26269001451095,48.19563152896486
NBIX,Health Care,Biotechnology,132.66,30.961,4.9395,12.16,TTM_YoY,12.16,53.21,53.47,19.61,15.82,20.51,0.637656352863726,-5.8481,0.032773109243697474,0.8857142857142857,0.8437499999999999,35.0,90.0,93.0,84.89281911636292,61.95887445887446,55.94344061735365,61.95887445887446,29.783549783549784,72.40259740259741,58.54041972520234,96.21212121212122,91.6844003738179,65.16921585492545,29.783549783549784
UBER,Industrials,Passenger Ground Transportation,84.67,10.5727,3.5463,282.23,TTM_YoY,282.23,,,18.25,70.61,8.72,0.5812379110251451,28.3462,0.013387978142076484,0.8166666666666667,0.7961538461538461,60.0,0.0,0.0,0.0,60.60606060606061,93.4700813205486,69.26406926406926,47.53246753246753,63.636363636363626,67.70700327709673,86.14718614718613,51.68831168831168,64.50326495933973,47.53246753246753
ADMA,Health Care,Biotechnology,17.93,20.5332,8.8027,206.77,TTM_YoY,206.77,,,27.62,53.98,33.25,0.36400986031224314,-3.2866,0.0888888888888888,0.8888888888888888,0.7678571428571428,9.0,0.0,0.0,0.0,49.2965367965368,82.95125164690381,84.95670995670994,25.25974025974026,96.75324675324674,71.41817240730285,56.16883116883117,33.7012987012987,63.87479766610202,25.25974025974026
OPCH,Health Care,Health Care Facilities,32.06,24.3397,0.9202,5.27,TTM_YoY,5.27,16.65,,15.79,15.28,6.03,0.7071729957805909,33.639,0.01388888888888884,0.8888888888888888,0.8152173913043478,18.0,63.0,63.0,73.36649030323962,68.77104377104378,55.444542038744935,45.833333333333336,64.81481481481481,65.993265993266,60.23032254916313,81.56565656565657,78.28599006068978,63.841456051468455,45.833333333333336
TNL,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",74.49,11.6247,1.2044,3.29,TTM_YoY,3.29,18.11,1.16,3.6,121.75,19.71,0.9552549427679501,49.0694,0.012499999999999956,0.8125,0.75,16.0,0.0,0.0,0.0,76.72811059907835,37.73041474654378,84.7926267281106,87.66336783259047,69.81566820276497,70.45365264032635,61.05990783410138,36.635944700460826,63.69011105235325,37.73041474654378
WBS,Financials,Regional Banks,63.2,11.2146,2.72593,21.16,TTM_YoY,21.16,-0.12,1.64,93.49402,9.959999999999999,43.21621,0.8767982294356325,17.8006,0.0,0.8636363636363636,0.8055555555555556,22.0,90.0,93.0,84.89281911636292,63.563402889245594,82.03831744114136,62.56349322159916,56.96837672760626,28.47970648933731,57.298225841872494,87.47993579454254,86.44508912327069,63.12759849815214,28.47970648933731
TMO,Health Care,Life Sciences Tools & Services,615.45,34.5684,5.1897,8.52,TTM_YoY,8.52,-5.27,12.52,3.22,13.100000000000001,17.16,0.9479432857967192,13.4868,0.08088235294117652,0.875,0.8310810810810811,32.0,3.0,3.0,6.105652631086677,49.99999999999999,44.41501976284585,58.81818181818182,76.87272727272727,88.27272727272728,64.24573122529645,91.81818181818183,57.53317014334377,62.90321900890592,44.41501976284585
CR,Industrials,Industrial Machinery & Supplies & Components,202.93,31.9435,5.1533,38.15,TTM_YoY,38.15,-11.75,18.11,-0.37,20.19,17.06,0.9875081327260901,34.9897,0.006535947712418277,0.8888888888888888,0.8152173913043478,18.0,90.0,93.0,84.89281911636292,32.51748251748253,44.009106158638865,70.62937062937063,72.3076923076923,61.771561771561764,55.720236150142696,95.33799533799532,91.15992484934236,62.80817388998264,32.51748251748253
CI,Health Care,Health Care Services,276.02,12.3377,0.2829,114.21,TTM_YoY,114.21,-8.32,-2.03,15.26,15.06,3.45,0.3304371436329078,-1.0646,0.05347593582887711,0.8181818181818182,0.7828947368421053,33.0,0.0,0.0,0.0,92.01101928374655,76.57404080328982,51.5840220385675,28.677685950413228,79.20110192837467,68.13574479977642,67.90633608815426,40.74380165289256,62.65735617039965,28.677685950413228
GE,Industrials,Aerospace & Defense,324.17,41.1406,7.547,32.21,TTM_YoY,32.21,,,17.68,42.13,17.0,0.9502969497780084,88.8112,0.019893899204244003,0.8275862068965517,0.7867647058823529,29.0,0.0,0.0,0.0,28.074866310160434,78.74289902877038,86.09625668449198,74.86631016042782,68.98395721925135,67.05874023356156,73.93048128342245,44.35828877005347,62.518649940859945,28.074866310160434
APH,Information Technology,Electronic Components,145.11,43.6476,7.9518,72.14,TTM_YoY,72.14,14.69,15.39,47.37,34.63,24.31,0.9764317180616742,106.7094,0.024347826086956514,0.72,0.6916666666666667,25.0,0.0,0.0,0.0,41.168091168091166,89.85264236318619,83.91112176158904,94.23748857711122,73.64672364672364,75.53367525682089,16.31054131054131,9.786324786324785,62.38420516272166,41.168091168091166
STT,Financials,Asset Management & Custody Banks,133.09,12.4196,1.80473,47.21,TTM_YoY,47.21,5.73,8.18,181.1518,11.15,24.96261,0.9744584545748467,41.7208,0.022727272727272707,0.7727272727272727,0.7314814814814814,22.0,0.0,0.0,0.0,80.91643258426966,91.59326408306622,40.69442671092952,86.4616317671093,59.44522471910112,70.47137562049475,49.29775280898876,29.578651685393254,62.292830833474454,40.69442671092952
DXPE,Industrials,Trading Companies & Distributors,115.48,19.7872,0.8803,35.92,TTM_YoY,35.92,71.73,15.98,12.76,19.12,8.65,0.7552535945647022,26.915,0.031746031746031744,0.8888888888888888,0.7678571428571428,9.0,0.0,0.0,0.0,77.77777777777777,78.6919034582586,52.35690235690235,48.21548821548822,67.34006734006734,65.83265678592781,76.26262626262626,45.75757575757575,61.8176405802574,48.21548821548822
CAH,Health Care,Health Care Distributors,202.52,30.2054,0.2056,28.92,TTM_YoY,28.92,,,4.44,37.169999999999995,1.01,0.870296822742475,66.5872,0.045454545454545525,0.8181818181818182,0.7685185185185185,22.0,0.0,0.0,0.0,77.17391304347827,46.59878558744343,50.98814229249011,87.74703557312253,80.23715415019763,68.17351205820015,60.07905138339922,36.04743083003953,61.748295812568024,46.59878558744343
ATI,Industrials,Aerospace & Defense,123.46,36.6392,3.556,9.29,TTM_YoY,9.29,,7.37,7.75,24.8,14.82,0.9829618391877698,120.0432,0.06666666666666665,0.8666666666666667,0.7875000000000001,15.0,0.0,0.0,0.0,48.529411764705884,39.781265097372845,70.98930481283423,85.45454545454544,82.35294117647058,65.26641344728205,79.14438502673798,47.486631016042786,61.7104569610342,39.781265097372845
MSFT,Information Technology,Systems Software,477.18,33.8712,12.0944,16.02,TTM_YoY,16.02,12.24,18.8,15.59,31.53,45.94,0.628453432070635,13.899,-0.0031982942430703876,0.9253731343283582,0.8993055555555556,67.0,90.0,93.0,84.89281911636292,42.592592592592595,57.54747472283543,91.66790288285615,59.795847059998,25.264550264550262,53.6471086647941,99.33862433862434,93.56030224971977,61.62974738177923,25.264550264550262
JLL,Real Estate,Real Estate Services,350.43,25.8519,0.6449,32.0,TTM_YoY,32.0,-15.14,0.7,12.51,9.08,3.81,0.9621478330559152,47.1282,-0.04583333333333328,0.6875,0.6547619047619047,16.0,0.0,0.0,0.0,66.66666666666667,66.66666666666666,66.66666666666666,100.0,66.66666666666666,71.66666666666666,33.33333333333333,19.999999999999996,61.33333333333333,66.66666666666666
ENS,Industrials,Electrical Components & Equipment,161.53,17.1871,1.5559,21.12,TTM_YoY,21.12,38.8,22.99,6.17,18.02,12.15,0.995080815179199,80.2388,0.08333333333333337,0.75,0.6730769230769231,8.0,0.0,0.0,0.0,77.74294670846395,55.64796949746998,60.031347962382455,87.27272727272728,86.20689655172414,73.32708606250341,22.25705329153605,13.35423197492163,61.33251524498706,55.64796949746998
WMT,Consumer Staples,Consumer Staples Merchandise Retail,117.97,41.265,1.3447,17.2,TTM_YoY,17.2,13.97,6.82,4.34,25.380000000000003,4.12,0.9777094542659491,26.8495,0.0,0.9583333333333334,0.919811320754717,48.0,90.0,93.0,84.89281911636292,25.974025974025974,58.87445887445887,58.874458874458874,85.28138528138527,45.887445887445885,53.00865800865801,100.0,93.95712764654516,61.19835193623544,25.974025974025974
GILD,Health Care,Biotechnology,122.6,18.3002,5.1024,7633.29,TTM_YoY,7633.29,-57.39,-38.15,2.78,40.739999999999995,36.06,0.8479940194368304,36.4041,0.006006006006005982,0.7837837837837838,0.7559523809523809,37.0,0.0,0.0,0.0,67.58658008658008,58.17099567099567,86.14718614718615,74.50216450216449,62.77056277056276,69.24891774891775,47.61904761904761,28.571428571428566,61.11341991341992,58.17099567099567
MATX,Industrials,Marine Transportation,132.25,9.5634,1.2147,9.49,TTM_YoY,9.49,-13.43,48.79,1.88,16.23,14.89,0.6732084448409159,-3.1774,0.2222222222222222,0.8888888888888888,0.7678571428571428,9.0,0.0,0.0,0.0,81.40495867768595,39.81231173244767,63.63636363636364,27.520661157024794,99.17355371900827,65.89221441260524,68.59504132231405,41.15702479338842,60.94517648876188,27.520661157024794
VLY,Financials,Regional Banks,11.75,12.642,2.27179,41.13,TTM_YoY,41.13,-14.04,-4.22,77.66814,6.859999999999999,42.57981,0.8600201409869083,36.3109,0.024767801857585203,0.7894736842105263,0.7395833333333334,19.0,0.0,0.0,0.0,68.56225636321945,89.12324179143116,50.46590648516813,74.10357299201601,59.917450126117856,67.72517940829562,55.583581747305665,33.3501490483834,60.850173336313176,50.46590648516813
AROC,Energy,Oil & Gas Equipment & Services,25.36,16.6593,3.0708,64.31,TTM_YoY,64.31,78.72,8.43,31.94,19.28,33.8,0.5077519379844959,1.6581,0.0,0.9333333333333333,0.8374999999999999,15.0,90.0,93.0,84.89281911636292,31.854838709677423,80.58755760368663,87.84562211981566,44.00921658986175,33.755760368663594,55.0979262672811,82.6036866359447,83.519339628112,60.78220893944729,31.854838709677423
ACIW,Information Technology,Application Software,47.1,18.4539,2.7808,17.77,TTM_YoY,17.77,20.96,27.51,7.01,18.05,19.77,0.37591859807801015,-8.2587,0.07692307692307687,0.8461538461538461,0.7638888888888888,13.0,0.0,0.0,0.0,89.92248062015503,36.96351598998528,62.46387661297463,44.19709749240245,90.61154177433247,67.15242471206648,58.22566752799311,34.935400516795866,60.70901987301236,36.96351598998528
MLI,Industrials,Industrial Machinery & Supplies & Components,124.4,18.1457,3.2837,30.06,TTM_YoY,30.06,8.77,42.72,15.71,26.229999999999997,23.03,0.9794945971241386,59.0589,0.0,0.8333333333333334,0.7045454545454546,6.0,0.0,0.0,0.0,68.41491841491842,76.83049038189225,92.19114219114218,83.07692307692308,39.97668997668997,69.94302115330152,38.46153846153846,23.076923076923077,60.56980153802583,39.97668997668997
EHC,Health Care,Health Care Facilities,102.76,19.1115,1.784,27.88,TTM_YoY,27.88,2.72,4.32,11.13,24.37,17.29,0.32395498392282973,12.8611,-0.003676470588235281,0.9375,0.8452380952380951,16.0,90.0,93.0,84.89281911636292,66.07744107744108,56.41438539989264,77.31481481481481,42.35690235690235,25.925925925925924,52.79634509344653,95.37037037037037,91.17934986876739,60.47294604851071,25.925925925925924
ADEA,Information Technology,IT Consulting & Other Services,18.91,28.2161,5.4508,74.62,TTM_YoY,74.62,,,10.53,18.32,32.57,0.9799764428739696,44.4614,0.0,0.9,0.7833333333333333,10.0,0.0,0.0,0.0,57.407407407407405,64.80018176261481,80.82597784700587,83.52550663871418,42.052469135802475,63.64865668316337,79.55246913580247,47.73148148148148,60.465221642827,42.052469135802475
BAC,Financials,Diversified Banks,55.19,13.6501,2.32875,29.77,TTM_YoY,29.77,-2.92,3.31,99.36713,9.92,32.73721,0.9036144578313253,22.3454,0.027586206896551668,0.8275862068965517,0.7867647058823529,29.0,0.0,0.0,0.0,56.130923302393754,85.71559886018935,47.06110938402096,63.97122174357153,61.993160723009275,62.87549975160886,84.63605276013678,50.78163165608206,60.4567261325035,47.06110938402096
ENVA,Financials,Consumer Finance,158.24,13.6176,2.2945,74.38,TTM_YoY,74.38,2.99,47.49,20.81,23.919999999999998,40.59,0.8830553470814244,66.4983,0.0,0.8571428571428571,0.7763157894736842,14.0,0.0,0.0,0.0,53.18352059925094,75.48893827963595,82.22108727726706,80.82056520258767,33.16687473990845,62.59351269659605,84.60258010819808,50.76154806491885,60.227119770260614,33.16687473990845
CTRA,Energy,Oil & Gas Exploration & Production,24.93,11.7537,2.7322,31.22,TTM_YoY,31.22,-13.16,-1.61,25.13,11.62,31.17,0.34120734908136496,-10.2269,0.009775171065493637,0.8484848484848485,0.8092105263157896,33.0,33.0,33.0,49.99264043042324,48.007590132827325,76.32060644394609,69.25996204933587,40.53130929791271,60.626185958254275,59.95387460947233,68.21631878557875,60.92684744351655,60.148469176281175,40.53130929791271
APP,Information Technology,Application Software,658.65,78.6357,40.3206,148.76,TTM_YoY,148.76,252.84,68.68,40.81,262.94,59.92,0.8404725651703325,106.8105,0.018181818181818188,0.8181818181818182,0.7828947368421053,33.0,0.0,0.0,0.0,15.891472868217061,93.75596882017396,99.78466838931956,92.81686249654658,54.435831180017225,69.4179091850284,73.557278208441,44.134366925064604,60.0,15.891472868217061
V,Financials,Transaction & Payment Processing Services,343.2,33.3455,17.197,9.45,TTM_YoY,9.45,13.37,15.85,11.38,52.470000000000006,62.21,0.5777022611423343,11.5336,0.07234042553191489,0.8723404255319149,0.841346153846154,47.0,63.0,63.0,73.36649030323962,9.41011235955056,45.23557837511326,94.00718663359113,43.22778345250255,87.96147672552166,58.20511217290679,98.3948635634029,88.38351425933757,60.0,9.41011235955056
AVGO,Information Technology,Semiconductors,352.21,69.1972,25.0482,290.4,TTM_YoY,290.4,20.59,46.63,23.87,31.47,39.97,0.7743300423131171,57.0193,0.0030323450134770447,0.9464285714285714,0.9139344262295082,56.0,90.0,93.0,84.89281911636292,22.31718898385566,83.04667955056414,89.21994124486338,70.15176763604437,56.6951566951567,63.61331627505247,100.0,93.95712764654516,60.0,22.31718898385566
RRR,Consumer Discretionary,Casinos & Gaming,61.87,34.7381,3.3076,0.99,TTM_YoY,0.99,-10.55,,4.69,85.86,30.3,0.9047297297297296,43.2508,0.08359133126934981,0.7894736842105263,0.7395833333333334,19.0,0.0,0.0,0.0,21.572580645161295,45.73626045400239,95.96774193548387,75.27190199189141,95.96774193548387,67.9380373895842,53.36021505376344,32.016129032258064,60.0,21.572580645161295
VICR,Industrials,Electrical Components & Equipment,139.12,75.0045,15.5585,1787.15,TTM_YoY,1787.15,-52.39,-16.69,11.55,13.77,19.0,0.9021293836942331,189.9541,0.2333333333333334,0.9,0.7833333333333333,10.0,0.0,0.0,0.0,5.799373040752343,86.83385579937305,64.576802507837,84.95297805642635,100.0,69.18495297805643,85.57993730407524,51.34796238244515,60.0,5.799373040752343
RGLD,Materials,Gold,246.98,44.4617,24.8863,66.92,TTM_YoY,66.92,33.79,10.69,28.11,14.729999999999999,65.38,0.9456022317033146,83.3828,0.02083333333333337,0.8333333333333334,0.7717391304347826,18.0,0.0,0.0,0.0,17.676767676767682,95.73863636363637,87.62626262626262,78.78787878787877,60.1010101010101,67.05176767676767,77.77777777777779,46.66666666666667,60.0,17.676767676767682
PEN,Health Care,Health Care Equipment,319.47,73.9429,9.0933,381.7,TTM_YoY,381.7,36.66,-23.21,14.61,13.08,12.95,0.9464655712427124,27.4719,0.125,0.9166666666666666,0.853448275862069,24.0,3.0,3.0,6.105652631086677,23.710073710073704,82.05468314163966,52.88697788697789,82.72727272727272,95.45454545454545,68.00307422046552,92.13759213759214,57.72481633498995,60.0,23.710073710073704
WDC,Information Technology,"Technology Hardware, Storage & Peripherals",212.14,24.8905,5.3464,2.46,3Y,,2.46,,-16.35,35.06,24.86,0.9527546777546779,346.9088,0.03125,0.8125,0.7770270270270271,32.0,0.0,0.0,0.0,65.33333333333333,22.798742138364783,78.38213914849429,93.65925925925927,72.2962962962963,65.42580588700145,76.66666666666669,46.00000000000001,60.0,22.798742138364783
VITL,Consumer Staples,Agricultural Products & Services,30.81,22.6304,1.9378,18.52,TTM_YoY,18.52,177.44,80.82,23.56,20.34,11.23,0.07998350855493704,-23.2245,0.0032679738562091387,0.9444444444444444,0.8586956521739131,18.0,90.0,93.0,84.89281911636292,39.723320158102766,86.16600790513834,80.23715415019763,20.948616600790512,55.73122529644269,58.300395256917,96.04743083003953,91.58558614456888,60.0,20.948616600790512
HOOD,Financials,Investment Banking & Brokerage,117.52,48.1644,25.1362,311.72,TTM_YoY,311.72,,,74.58,26.950000000000003,47.57,0.7074079769790474,193.2136,0.0741935483870968,0.7741935483870968,0.7430555555555556,31.0,0.0,0.0,0.0,6.044943820224713,94.54545454545455,89.60674157303373,74.18426966292135,83.41573033707866,70.02100102145047,54.741573033707866,32.84494382022472,60.0,6.044943820224713
GOOG,Communication Services,Interactive Media & Services,332.73,32.0073,10.3169,32.61,TTM_YoY,32.61,12.76,26.76,13.42,35.0,32.19,0.9932303240142628,72.8077,0.03522504892367906,0.8571428571428571,0.8366666666666666,70.0,90.0,93.0,84.89281911636292,22.181818181818173,68.4976076555024,83.27272727272728,97.70909090909092,74.36363636363637,68.03770334928231,88.54545454545455,87.08440037381789,60.0,22.181818181818173
FIX,Industrials,Construction & Engineering,1038.18,41.4014,4.1664,80.63,TTM_YoY,80.63,54.85,36.51,27.71,43.59,13.39,0.984147491634475,135.9232,0.019230769230769273,0.7692307692307693,0.7083333333333334,13.0,0.0,0.0,0.0,19.602272727272723,91.08963466440102,86.2215909090909,94.77272727272728,69.60227272727273,70.99917693288022,42.89772727272727,25.738636363636363,60.0,19.602272727272723
