Ticker,Name,Sector,SubIndustry,Price,PE_Rank,PS_Rank,EV_EBITDA_Used,PB_Ratio,EPS_Growth,Rev_Growth,ROE,Op_Margin,ROIC,Mom_Range,Mom_12M,EPS_Growth_Win,Rev_Growth_Win,Mom_12M_Win,Mom_Range_Win,ROE_Win,Op_Margin_Win,ROIC_Win,Value_S,Growth_S,Prof_S,Mom_S,Rev_S,Fundamental_Score,Value_Pct,Growth_Pct,Prof_Pct,Mom_Pct,Value_Grade,Growth_Grade,Prof_Grade,Mom_Grade,Name_Key
EIX,Edison International,Utilities,Electric Utilities,74.42,6.0915,1.4824,6.5017,1.6289810659954032,206.15,9.78,27.639999999999997,0.36719999999999997,8.42,0.9611091105509544,36.701,104.57499999999995,9.78,36.701,0.9611091105509544,23.575999999999976,0.36719999999999997,8.42,96.54164145997176,77.01657136188587,94.73684210526316,84.80958493795464,50.0,85.18485215127683,1.0,0.896551724137931,0.9827586206896551,0.9655172413793104,A+,B+,A+,A,edisoninternational
SON,Sonoco Products Co,Materials,Paper & Plastic Packaging Products & Materials,56.38,5.5449,0.7397,6.3511,1.531162330908133,510.26,19.34,31.790000000000003,0.1354,11.58,0.8959070237493686,17.9005,228.79500000000002,19.34,17.9005,0.8959070237493686,31.576500000000003,0.1354,11.58,89.70588235294117,96.13499245852186,85.04901960784314,66.01809954751131,50.0,81.11934389140272,0.9705882352941176,1.0,0.9117647058823529,0.5882352941176471,A+,A+,A-,C+,sonocoproductsco
CF,CF Industries Holdings Inc,Materials,Fertilizers & Agricultural Chemicals,104.3,10.9142,2.2417,5.6962,3.3103544586634164,32.98,19.34,29.95,0.32380000000000003,18.44,0.9134948096885813,28.7336,32.98,19.34,28.7336,0.9134948096885813,29.95,0.2979699999999999,16.6485,73.52941176470588,86.921568627451,96.07843137254902,75.15294117647059,50.0,79.81686274509804,0.8235294117647058,0.9411764705882353,1.0,0.8235294117647058,B+,A,A+,B+,cfindustriesholdingsinc
CALM,Cal-Maine Foods Inc,Consumer Staples,Packaged Foods & Meats,87.5,3.6161,0.9896,2.4478,1.657105954407807,84.41,36.6,44.65,0.3428,44.65,0.2859765051395007,-1.8811,69.78,20.568500000000025,-1.8811,0.2859765051395007,44.65,0.3428,33.19562200000002,85.64814814814815,98.28019203019204,94.21296296296298,50.91144881938424,50.0,79.80360594769304,0.9444444444444444,1.0,0.9861111111111112,0.4861111111111111,A,A+,A+,C,calmainefoodsinc
JOE,St Joe Co,Real Estate,Real Estate Development,72.69,36.1015,8.1331,23.7552,5.4589284909656195,57.0,27.44,15.45,0.2849,8.62,1.0,51.1414,57.0,25.247500000000002,42.194925,0.9984909456740443,14.995,0.242375,8.5125,33.333333333333336,100.0,100.0,100.0,50.0,78.33333333333334,0.5,1.0,1.0,1.0,C,A+,A+,A+,stjoeco
CMA,Comerica Inc,Financials,Regional Banks,88.67,8.9355,1.50672,9.9537,1.4724344071736966,85.54,76.29956,17.49,0.4015666,11.99,0.7906024566192241,31.636,71.93599999999994,76.29956,31.636,0.7906024566192241,17.49,0.4015666,11.99,70.94594594594595,91.0563541063734,73.87387387387388,89.24015117551585,50.0,77.2642560113328,0.8018018018018018,0.9864864864864865,0.7387387387387387,0.9054054054054054,B+,A+,B,A-,comericainc
NEM,Newmont Corporation,Materials,Gold,128.73,19.766,6.1777,10.2735,8.278669547769717,118.49,21.34,21.72,0.47909999999999997,18.02,0.9343299519487452,200.4902,118.49,21.34,119.51282499999998,0.9343299519487452,21.72,0.2979699999999999,16.6485,49.50980392156862,89.70588235294119,93.13725490196079,93.23529411764706,50.0,77.25,0.5294117647058824,0.9852941176470589,0.9852941176470589,0.9852941176470589,C+,A+,A+,A+,newmontcorporation
BYD,Boyd Gaming Corp,Consumer Discretionary,Casinos & Gaming,82.49,3.3784,1.5218,2.8434,2.4150459499893135,265.66,4.12,91.96,0.1825,38.72,0.7591876208897486,9.7442,265.66,4.12,9.7442,0.7591876208897486,91.96,0.1825,38.72,80.15754205873966,76.56023336486912,87.06634350346927,72.4920634920635,50.0,76.61643076193877,0.8988095238095238,0.8452380952380952,0.9642857142857143,0.7023809523809523,B+,B+,A,B,boydgamingcorp
APA,APA Corp (US),Energy,Oil & Gas Exploration & Production,31.69,7.5114,1.2075,2.7271,1.8359732570130818,76.93,-8.39,24.51,0.3422,13.56,0.9446937284775123,53.0918,76.93,-8.39,53.0918,0.9446937284775123,24.51,0.3422,13.56,90.3225806451613,51.63332499791614,90.86021505376344,79.06810035842294,50.0,76.43598399599901,0.9919354838709677,0.532258064516129,0.9838709677419355,0.8387096774193549,A+,C+,A+,B+,apacorpus
ECPG,Encore Capital Group Inc,Financials,Consumer Finance,70.92,6.0238,0.8747,8.1836,1.574726221456422,13.54,33.12,28.189999999999998,0.35340000000000005,5.3100000000000005,1.0,75.3273,13.54,33.12,52.0562,0.9303945427895824,28.189999999999998,0.35340000000000005,5.3100000000000005,72.52252252252254,60.68758441057304,88.28828828828829,95.32237271207859,50.0,76.40469412723304,0.8288288288288288,0.7297297297297297,0.8828828828828829,0.972972972972973,B+,B,B+,A+,encorecapitalgroupinc
PAHC,Phibro Animal Health Corp,Health Care,Pharmaceuticals,54.54,23.5668,1.4821,12.962,7.738365493757094,373.82,32.39,30.81,0.1153,8.95,0.9561534628799202,139.8417,366.57899999999995,32.39,81.98675,0.9561534628799202,30.81,0.1153,8.95,72.31774523697055,93.58604368607973,61.87214611872147,95.0,50.0,76.26468157613895,0.821917808219178,0.9794520547945206,0.6301369863013698,0.9794520547945206,B+,A+,B-,A+,phibroanimalhealthcorp
INCY,Incyte Corp,Health Care,Biotechnology,100.04,15.4738,3.8725,10.7605,3.842091720146402,2749.07,21.22,29.15,0.29460000000000003,28.910000000000004,0.7914183551847438,36.1088,366.57899999999995,21.22,36.1088,0.7914183551847438,29.15,0.29460000000000003,28.910000000000004,71.42654700047238,84.54698389810142,86.3013698630137,70.58219178082192,50.0,75.45781435165618,0.8013698630136986,0.9383561643835616,0.9075342465753424,0.7123287671232876,B+,A,A-,B,incytecorp
ADEA,Adeia Inc,Information Technology,IT Consulting & Other Services,20.35,19.9795,5.0052,10.7798,4.637542444338097,72.61,17.91,26.340000000000003,0.3947,12.870000000000001,0.931306596436989,31.5321,72.61,17.91,31.5321,0.931306596436989,26.340000000000003,0.3947,12.870000000000001,70.65974852295108,83.04158171732018,79.45147044063033,80.93947606142729,50.0,75.32401629664484,0.7439024390243902,0.926829268292683,0.823170731707317,0.8780487804878049,B,A-,B+,B+,adeiainc
CNX,CNX Resources Corp,Energy,Oil & Gas Exploration & Production,41.89,9.3944,3.0362,5.7883,1.3772401934514513,,57.29,15.52,0.39799999999999996,9.48,0.9834862893290701,45.8799,,57.15099999999999,45.8799,0.9834862893290701,15.52,0.3974149999999999,9.48,69.89247311827957,73.35125448028674,83.6021505376344,85.6200716845878,50.0,75.1679211469534,0.8387096774193549,0.8064516129032258,0.9516129032258065,0.9516129032258065,B+,B+,A,A,cnxresourcescorp
CCK,Crown Holdings Inc,Materials,Paper & Plastic Packaging Products & Materials,116.11,18.0118,1.075,9.335,4.391253044491173,78.94,4.78,25.45,0.1244,8.0,0.9874507874015747,29.5437,78.94,4.78,29.5437,0.9797023608250411,25.45,0.1244,8.0,75.98039215686275,75.94268476621417,73.03921568627452,85.74660633484163,50.0,74.59276018099548,0.8455882352941176,0.8382352941176471,0.7352941176470589,0.9117647058823529,B+,B+,B,A-,crownholdingsinc
DELL,Dell Technologies Inc,Information Technology,"Technology Hardware, Storage & Peripherals",153.55,16.5315,0.8643,11.0825,40.06523157208089,33.09,18.8,130.7,0.0739,13.700000000000001,0.8573182108312466,37.3273,33.09,18.8,37.3273,0.8573182108312466,113.24999999999993,0.0739,13.700000000000001,88.13184870979144,76.07535712592372,69.38924018869818,73.53144565928417,50.0,74.30163278166398,0.9329268292682927,0.8719512195121951,0.7073170731707317,0.7682926829268293,A,B+,B,B,delltechnologiesinc
NFG,National Fuel Gas Co,Utilities,Gas Utilities,92.66,13.4483,2.1024,7.4988,2.706167878202002,-2.57,112.85,21.09,0.2394,11.05,0.9392561983471075,23.2181,-2.57,24.80399999999997,23.2181,0.9392561983471075,21.09,0.2394,8.667999999999994,88.48558177051825,63.73673211241269,83.0409356725146,66.21899576527525,50.0,73.8727749362958,0.9827586206896551,0.6896551724137931,0.9137931034482759,0.6724137931034483,A+,B-,A-,B-,nationalfuelgasco
ALL,Allstate Corp,Financials,Property & Casualty Insurance,212.76,5.3704,0.8158,4.4996,1.80717365379323,121.66,5.58,39.47,0.19440000000000002,30.25,0.9020856492899367,6.834,71.93599999999994,5.58,6.834,0.9020856492899367,39.47,0.19440000000000002,25.989500000000003,70.72072072072072,62.45252910154994,94.5945945945946,69.16530104765398,50.0,72.65239485866962,0.795045045045045,0.7522522522522522,0.9459459459459459,0.7117117117117117,B,B,A,B,allstatecorp
GEF,Greif Inc,Materials,"Metal, Glass & Plastic Containers",73.16,3.6773,0.8774,6.6008,1.192212486291023,211.66,-17.63,39.51,0.1075,22.41,0.8623313732272568,27.7681,211.66,-13.8685,27.7681,0.8623313732272568,31.576500000000003,0.1075,16.6485,87.74509803921569,51.01960784313725,84.31372549019608,71.81176470588235,50.0,72.58098039215686,0.9558823529411765,0.5,0.8970588235294118,0.7352941176470589,A,C,B+,B,greifinc
MU,Micron Technology Inc,Information Technology,Semiconductors,412.67,39.0011,10.9771,21.2021,8.548246104641288,205.92,45.43,22.43,0.3245,17.740000000000002,0.8912833790232512,340.7455,205.92,31.96,214.08773499999984,0.8912833790232512,22.43,0.3245,17.740000000000002,40.40044437711458,94.31076826426147,80.70862190103384,91.63881361035831,50.0,72.46718294446107,0.4146341463414634,0.9939024390243902,0.8353658536585366,0.9390243902439024,C,A+,B+,A,microntechnologyinc
WDC,Western Digital Corp,Information Technology,"Technology Hardware, Storage & Peripherals",270.08,24.0809,8.5833,28.0513,16.9165821088103,580.16,12.51,62.71,0.2832,33.43,0.8583274125048609,451.9722,225.23000000000002,12.51,214.08773499999984,0.8583274125048609,62.71,0.2832,33.43,46.62172398121496,76.73313600249259,88.33684633142627,91.88829704388996,50.0,72.46392918743682,0.5,0.8780487804878049,0.9207317073170732,0.9451219512195121,C,B+,A-,A,westerndigitalcorp
