Ticker,Name,Sector,SubIndustry,Price,PE_Rank,PS_Rank,EV_EBITDA_Used,PB_Ratio,EPS_Growth,Rev_Growth,ROE,Op_Margin,ROIC,Mom_Range,Mom_12M,EPS_Growth_Win,Rev_Growth_Win,Mom_12M_Win,Mom_Range_Win,ROE_Win,Op_Margin_Win,ROIC_Win,Value_S,Growth_S,Prof_S,Mom_S,Rev_S,Fundamental_Score,Value_Pct,Growth_Pct,Prof_Pct,Mom_Pct,Value_Grade,Growth_Grade,Prof_Grade,Mom_Grade,Name_Key
UNIT,Uniti Group Inc (Delaware),Communication Services,Alternative Carriers,11.98,2.1531,1.2572,5.0441,7.371400443022398,807.23,91.48,245.66,0.7885,13.11,0.9716080986734932,50.5025,518.4139999999996,20.614499999999996,50.5025,0.9672741524801948,48.4835,0.4658500000000005,13.11,85.42510121457491,98.71769034741001,92.11650922177239,90.0803849087602,50.0,87.14501766032086,0.9487179487179487,1.0,1.0,0.9230769230769231,A,A+,A+,A-,unitigroupincdelaware
EIX,Edison International,Utilities,Electric Utilities,68.86,5.6381,1.3721,6.3005,1.5072781000328335,206.15,9.78,27.639999999999997,0.36719999999999997,8.42,0.7417939266280498,18.3162,113.47499999999991,9.78,18.3162,0.7417939266280498,23.403999999999993,0.36719999999999997,8.42,96.63888888888887,76.16384797235861,93.75,65.25641025641026,50.0,80.88127386797599,1.0,0.88,0.98,0.68,A+,B+,A+,B-,edisoninternational
MU,Micron Technology Inc,Information Technology,Semiconductors,496.72,23.2329,9.6383,15.2506,10.289298483285483,412.05,85.55,40.839999999999996,0.48340000000000005,33.46,0.9763085653648297,541.5913,240.69699999999995,46.59599999999998,487.24405,0.9763085653648297,40.839999999999996,0.42322000000000004,33.46,58.89466089466089,96.72678076859262,91.952704554964,93.31390834479487,50.0,80.71997918508372,0.6233766233766234,1.0,0.9545454545454546,0.974025974025974,B-,A+,A,A+,microntechnologyinc
INVA,Innoviva Inc,Health Care,Pharmaceuticals,23.57,6.4386,4.2446,8.1696,1.499926817316932,3397.08,14.67,30.599999999999998,0.3981,21.88,0.8173913043478261,28.2372,476.4779999999973,14.67,28.2372,0.8173913043478261,30.599999999999998,0.3981,21.88,77.4129981442155,87.42099567099567,86.61616161616162,75.86363636363637,50.0,78.66421634702068,0.8796992481203008,0.9699248120300752,0.924812030075188,0.7894736842105263,B+,A,A-,B,innovivainc
KALU,Kaiser Aluminum Corp,Materials,Aluminum,177.86,18.7952,0.7787,10.2773,4.285679863135829,242.59,20.84,18.68,0.0674,8.16,0.9718287877014322,184.9407,242.59,20.84,181.41258999999994,0.9718287877014322,18.68,0.0674,8.16,74.60317460317461,91.63059163059162,60.84656084656084,94.08369408369408,50.0,76.005291005291,0.8253968253968254,0.9682539682539683,0.626984126984127,1.0,B+,A,B-,A+,kaiseraluminumcorp
NEM,Newmont Corporation,Materials,Gold,120.7,18.3977,5.7501,9.5518,3.881128775016721,118.49,21.34,21.72,0.47909999999999997,18.02,0.8362775661009123,116.6966,118.49,21.34,116.6966,0.8362775661009123,21.72,0.24867999999999998,14.592999999999996,52.91005291005291,87.04906204906204,93.65079365079366,83.83838383838383,50.0,75.81770081770082,0.5873015873015873,0.9365079365079365,0.9841269841269841,0.8253968253968254,C+,A,A+,B+,newmontcorporation
SON,Sonoco Products Co,Materials,Paper & Plastic Packaging Products & Materials,48.45,4.714,0.6399,6.1867,1.322350590759103,562.04,17.49,29.580000000000002,0.136,12.19,0.49519959575543226,4.4181,562.04,17.49,4.4181,0.49519959575543226,29.5,0.136,12.19,92.5925925925926,92.88888888888889,88.62433862433863,33.8031746031746,50.0,75.64264550264551,0.9761904761904762,0.9841269841269841,0.9523809523809523,0.2698412698412698,A+,A+,A,D+,sonocoproductsco
BYD,Boyd Gaming Corp,Consumer Discretionary,Casinos & Gaming,83.88,3.4378,1.5415,2.8754,2.455740747788867,272.31,3.45,91.96,0.1734,38.72,0.7535468179975678,27.0139,260.87199999999984,3.45,27.0139,0.7535468179975678,91.96,0.1734,38.72,79.99678482437103,72.12975912975914,88.34498834498834,69.75291375291374,50.0,75.46197786887443,0.8758620689655172,0.8,0.9724137931034482,0.7034482758620689,B+,B,A+,B,boydgamingcorp
INCY,Incyte Corp,Health Care,Biotechnology,94.65,14.6401,3.6638,10.0753,3.635085778807047,2749.07,21.22,29.15,0.29460000000000003,28.910000000000004,0.6792727272727273,60.5053,476.4779999999973,21.22,60.5053,0.6792727272727273,29.15,0.29460000000000003,28.910000000000004,71.61032351872046,86.58471614238691,85.35353535353535,69.27143778207608,50.0,75.41219550295655,0.8345864661654135,0.9473684210526315,0.9060150375939849,0.7368421052631579,B+,A,A-,B,incytecorp
ECPG,Encore Capital Group Inc,Financials,Consumer Finance,83.73,6.9799,1.0135,8.5564,1.8591628105265963,13.54,33.12,28.189999999999998,0.35340000000000005,5.3100000000000005,0.9682031984948261,140.5343,13.54,33.12,73.27443999999994,0.9442781015918005,28.189999999999998,0.35340000000000005,5.3100000000000005,69.5579133510168,57.40469974066306,89.23076923076924,95.4326923076923,50.0,75.26464905511759,0.7733990147783252,0.6650246305418719,0.896551724137931,0.9827586206896551,B,B-,B+,A+,encorecapitalgroupinc
