Ticker,Sector,SubIndustry,Price,PE_Rank,PS_Rank,EV_EBITDA,EV_EBITDA_Used,EV_EBITDA_Source,EPS_Growth,EPS_Growth_Source,EPS_Growth_TTMYoY,EPS_Growth_3Y,EPS_Growth_5Y,Rev_Growth,ROE,Op_Margin,ROIC,ROIC_Source,Mom_Range,Mom_12M,Rev_Change,Rec_BuyRatio,Shrunk_Ratio,Analyst_Count,Streak_Days,Streak_Days_Raw,Streak_Score,Value_S,Growth_S,Prof_S,Mom_S,Rev_S,Fundamental_Score,Consensus_Score,Sentiment_Score,Alpha_Score,Alpha_Score_PreGates,Min_Fund_Factor,Momentum_Fail,Lopsided_Fail,Neg_EPS_Fail,Missing_EPS_Fail
AX,Financials,Regional Banks,94.46000000000001,12.358,2.35138,,,Missing,-7.88,TTM_YoY,-7.88,24.22,20.58,78.88815,16.34,49.6028,,Missing,0.9673518742442565,33.1032,0.0,0.8571428571428571,0.7763157894736842,14.0,0.0,0.0,0.0,59.94420240006115,57.10786825300945,85.90050933550131,91.38842998895166,27.935606060606062,64.18092717495341,75.18917679431323,45.11350607658793,30.18372147764016,60.36744295528032,27.935606060606062,False,False,True,False
PM,Consumer Staples,Tobacco,173.63,31.324,6.7579,,,Missing,-12.41,TTM_YoY,-12.41,-8.1,-0.36,7.45,575.44,36.95,,Missing,0.8090084820122843,44.9249,0.03846153846153855,0.7692307692307693,0.7338709677419356,26.0,0.0,0.0,0.0,28.210678210678214,50.21645021645021,100.0,84.4155844155844,74.02597402597402,68.15295815295815,48.051948051948045,28.831168831168824,30.144300144300146,60.28860028860029,28.210678210678214,False,False,True,False
ECPG,Financials,Consumer Finance,56.23,1000000.0,0.8033,,,Missing,,NA,,,,12.05,-5.25,19.94,,Missing,0.9497687769095837,15.7743,0.0,0.8181818181818182,0.734375,11.0,0.0,0.0,0.0,45.58884727424053,45.53872053872054,27.25854046078765,63.22173041274165,32.996632996633,41.122734839026975,57.22014148980441,34.332084893882644,29.82345363749858,39.76460484999811,27.25854046078765,False,False,False,True
AZO,Consumer Discretionary,Automotive Retail,3522.03,23.6806,3.0254,,,Missing,-4.35,TTM_YoY,-4.35,7.32,15.03,3.81,249.27,18.42,,Missing,0.29363597067147346,10.2713,0.030303030303030276,0.8484848484848485,0.8092105263157896,33.0,34.5,34.5,51.543320820949745,44.934846574190836,34.42351709533894,84.14249684741488,35.06935687263555,64.43883984867591,55.05546844639019,94.95586380832282,77.59084661337359,29.781272039893437,59.562544079786875,34.42351709533894,False,False,True,False
COLL,Health Care,Pharmaceuticals,45.61,24.6644,1.904,,,Missing,-21.82,TTM_YoY,-21.82,-0.62,,26.34,24.09,20.74,,Missing,0.8121466363774921,36.2821,0.015151515151515138,0.8333333333333334,0.75,12.0,0.0,0.0,0.0,63.16287878787879,53.45431214317084,70.66761363636363,71.67613636363636,66.47727272727273,65.03721659530083,57.74147727272727,34.64488636363636,29.47937527448397,58.95875054896794,53.45431214317084,False,False,True,False
LGND,Health Care,Biotechnology,192.98,78.1783,15.1174,,,Missing,-14.89,TTM_YoY,-14.89,,,64.83,5.71,6.97,,Missing,0.8359263308384491,73.7216,0.005494505494505475,0.9285714285714286,0.8289473684210527,14.0,90.0,94.5,84.89281911636292,32.323232323232325,58.43873517786562,34.63203463203463,87.22943722943722,59.84848484848485,51.8645147123408,87.82467532467533,86.65193284135036,29.410999169071356,58.82199833814271,32.323232323232325,False,False,True,False
FSLR,Information Technology,Semiconductors,243.73999999999998,18.6754,5.1784,,,Missing,12.19,TTM_YoY,12.19,39.94,,31.16,16.61,29.81,,Missing,0.7506308007849963,27.6809,-0.039777983348751156,0.8297872340425532,0.8028846153846154,47.0,90.0,94.5,84.89281911636292,68.55017410572967,61.937267320175195,72.75297103957539,45.336415273522185,9.920920201294033,53.07037737636195,79.10731244064576,81.42151511093262,29.37030246163804,58.74060492327608,9.920920201294033,False,True,False,False
IQV,Health Care,Life Sciences Tools & Services,237.69,31.5486,2.5451,,,Missing,-4.41,TTM_YoY,-4.41,14.76,50.96,3.85,21.4,13.69,,Missing,0.9167704626334521,20.2469,0.06896551724137934,0.8275862068965517,0.7867647058823529,29.0,0.0,0.0,0.0,59.333333333333336,37.594861660079054,65.36363636363637,77.67272727272729,80.18181818181819,63.41382081686431,66.54545454545455,39.92727272727273,29.358255599472997,58.716511198945994,37.594861660079054,False,False,True,False
HASI,Financials,Specialized Finance,34.48,14.0918,11.2302,,,Missing,-15.32,TTM_YoY,-15.32,2.02,4.01,4.91,12.53,111.51,,Missing,0.9819300299332979,22.4077,0.0,0.8636363636363636,0.8055555555555556,22.0,90.0,94.5,84.89281911636292,36.7551923731699,22.32365942725351,79.06026557711951,82.65855696907792,33.67768595041322,50.715157489808895,90.29622063329928,88.13486002652473,29.099548998576033,58.199097997152066,22.32365942725351,False,False,True,False
PFGC,Consumer Staples,Food Distributors,97.62,46.9811,0.2356,,,Missing,-23.45,TTM_YoY,-23.45,42.72,,10.55,7.39,1.27,,Missing,0.718853769524044,12.1696,0.08658008658008653,0.9047619047619048,0.8365384615384617,21.0,64.5,64.5,74.19236996521622,48.48484848484848,56.06060606060606,21.59090909090909,53.40909090909092,88.25757575757575,51.96969696969697,88.63636363636364,82.85876616790466,29.073755404669257,58.14751080933851,21.59090909090909,False,False,True,False
UGI,Utilities,Gas Utilities,37.53,11.8872,3.5411,,,Missing,150.04,TTM_YoY,150.04,-14.6,4.08,0.22,14.09,48.2,,Missing,0.8049242424242422,25.1501,0.0,0.8571428571428571,0.7291666666666667,7.0,0.0,0.0,0.0,59.69696969696969,63.09090909090909,92.72727272727273,74.4,16.72727272727273,62.244848484848475,66.90909090909092,40.14545454545455,28.912484848484848,57.824969696969696,16.72727272727273,False,True,False,False
ORLY,Consumer Discretionary,Automotive Retail,94.71000000000001,32.1792,4.5774,,,Missing,-92.86,TTM_YoY,-92.86,-55.58,-31.39,6.19,423.35,19.3,,Missing,0.5173186282957093,17.9181,0.05405405405405406,0.8378378378378378,0.8035714285714285,37.0,4.5,4.5,9.017226537397004,30.580075662042876,28.73201836826953,91.80327868852459,53.90920554854981,75.85119798234552,58.0698589069452,88.58764186633039,56.75947573475703,28.903891136253783,57.807782272507566,28.73201836826953,False,False,True,False
NUE,Materials,Steel,174.39999999999998,24.1439,1.2518,,,Missing,-31.56,TTM_YoY,-31.56,-28.52,15.36,1.66,8.110000000000001,7.89,,Missing,0.9803446075303124,41.3667,0.04761904761904767,0.8095238095238095,0.7596153846153846,21.0,0.0,0.0,0.0,54.166666666666664,47.280092592592595,52.083333333333336,85.18518518518519,72.22222222222221,60.53240740740741,76.85185185185185,46.11111111111111,28.824074074074076,57.64814814814815,47.280092592592595,False,False,True,False
CENX,Materials,Aluminum,47.58,52.2386,1.7584,,,Missing,-73.64,TTM_YoY,-73.64,,,20.15,11.78,6.65,,Missing,0.9429273620972145,129.8068,0.025000000000000022,0.9,0.7833333333333333,10.0,0.0,0.0,0.0,35.99033816425121,53.98550724637681,55.79710144927536,89.56521739130434,64.25120772946859,58.229468599033815,87.92270531400966,52.7536231884058,28.567149758454107,57.134299516908214,35.99033816425121,False,False,True,False
ESI,Materials,Specialty Chemicals,29.490000000000002,29.8002,2.8546,,,Missing,-10.33,TTM_YoY,-10.33,7.07,23.21,3.87,9.4,16.21,,Missing,0.9799691833590141,14.4854,0.0,0.875,0.7976190476190476,16.0,0.0,0.0,0.0,41.39784946236559,59.17562724014337,72.93906810035841,73.40501792114695,41.21863799283154,57.60394265232974,91.39784946236557,54.83870967741934,28.525448028673836,57.05089605734767,41.21863799283154,False,False,True,False
WMS,Industrials,Building Products,159.31,26.6577,4.091,,,Missing,-6.71,TTM_YoY,-6.71,15.66,,2.48,26.83,22.53,,Missing,0.984938624896453,28.5092,0.0,0.8571428571428571,0.7763157894736842,14.0,0.0,0.0,0.0,42.44964673626489,41.57475158412288,89.73426130971211,79.12053147738058,41.91711483707688,59.48994768052805,72.57197089528631,43.54318253717179,28.1502973259284,56.3005946518568,41.57475158412288,False,False,True,False
WM,Industrials,Environmental & Facilities Services,221.23999999999998,34.151,3.5331,,,Missing,-3.05,TTM_YoY,-3.05,16.6,11.75,15.88,28.79,16.4,,Missing,0.559727666597895,4.8434,0.09009009009009017,0.7567567567567568,0.7321428571428572,37.0,0.0,0.0,0.0,42.96636085626912,57.265317488391,78.89908256880734,33.426406063023535,84.48344635021938,61.68175649063127,50.17949740725967,30.107698444355798,27.68347244068809,55.36694488137618,33.426406063023535,False,False,True,False
CACI,Industrials,Diversified Support Services,635.41,27.8107,1.5837,,,Missing,12.17,TTM_YoY,12.17,12.98,12.1,12.61,13.139999999999999,8.99,,Missing,0.9988964734444216,39.8697,-0.045454545454545414,0.8181818181818182,0.7685185185185185,22.0,90.0,94.5,84.89281911636292,55.86136595310907,58.96154290000577,43.673547400611625,83.4862385321101,12.57645259938838,48.921194920470064,77.82874617737004,80.65437535296718,27.633915503484744,55.26783100696949,12.57645259938838,False,True,False,False
TKO,Communication Services,Movies & Entertainment,203.28,173.3263,9.1383,,,Missing,-70.3,3Y,,-70.3,-42.28,16.94,5.6000000000000005,20.27,,Missing,0.8256114769520225,43.3498,0.047008547008547064,0.7777777777777778,0.7421875,27.0,0.0,0.0,0.0,26.107226107226108,50.45086492454913,50.0,88.8111888111888,82.16783216783216,57.5668629615998,75.17482517482517,45.1048951048951,27.53723469512943,55.07446939025886,26.107226107226108,False,False,True,False
CNR,Energy,Coal & Consumable Fuels,97.12,1000000.0,1.3403,,,Missing,115.26,3Y,,115.26,27.93,63.71,-1.3299999999999998,-1.7,,Missing,0.8701385784532856,1.4628,0.11111111111111105,0.8888888888888888,0.7678571428571428,9.0,0.0,0.0,0.0,37.95210166177908,88.02541544477029,11.876832844574778,67.30205278592373,100.0,58.26001955034213,64.80938416422288,38.88563049853372,27.192570869990227,54.385141739980455,11.876832844574778,False,True,False,False
PARR,Energy,Oil & Gas Refining & Marketing,36.879999999999995,7.857,0.2478,,,Missing,-7.88,TTM_YoY,-7.88,,,-10.11,19.470000000000002,5.24,,Missing,0.6847290640394088,107.0185,0.0714285714285714,0.7142857142857143,0.6710526315789473,14.0,0.0,0.0,0.0,77.37047898338221,38.44086021505376,53.739002932551315,80.58651026392963,88.26979472140762,66.33895405669598,10.410557184750733,6.24633431085044,27.160215053763437,54.320430107526875,38.44086021505376,False,False,True,False
BURL,Consumer Discretionary,Apparel Retail,306.32,34.3586,1.7215,,,Missing,19.39,TTM_YoY,19.39,8.91,2.33,6.8,39.39,6.95,,Missing,0.913760211319278,5.8285,-0.05303030303030298,0.8636363636363636,0.8055555555555556,22.0,90.0,94.5,84.89281911636292,44.05737704918033,65.70136096504794,52.732240437158474,51.2568306010929,9.631147540983607,44.74956181049593,93.16939890710383,89.85876699080745,26.885701423279123,53.771402846558246,9.631147540983607,False,True,False,False
XPEL,Consumer Discretionary,Automotive Parts & Equipment,54.26,31.9647,3.2359,,,Missing,-3.55,TTM_YoY,-3.55,12.85,26.54,10.29,18.96,12.82,,Missing,0.9649517684887459,27.4671,0.0,0.8888888888888888,0.7678571428571428,9.0,0.0,0.0,0.0,35.20386717108029,60.20407337790573,59.58385876418663,76.70870113493065,52.616645649432535,56.007187100969965,72.19419924337956,43.316519546027735,26.73452679499076,53.46905358998152,35.20386717108029,False,False,True,False
DD,Materials,Specialty Chemicals,42.87,1000000.0,1.4381,,,Missing,-48.0,3Y,,-48.0,20.15,2.42,-3.35,5.62,,Missing,0.9400092293493307,33.6035,0.0,0.8846153846153846,0.8306451612903226,26.0,90.0,94.5,84.89281911636292,39.54599761051374,36.94892473118279,33.51254480286738,76.48745519713262,41.21863799283154,43.39396654719235,98.2078853046595,92.88185882934087,26.645772501811027,53.291545003622055,33.51254480286738,False,False,True,False
WCC,Industrials,Trading Companies & Distributors,281.64,21.2144,0.5972,,,Missing,-4.46,TTM_YoY,-4.46,16.61,22.29,5.28,13.170000000000002,5.26,,Missing,0.9777493046657708,45.4325,0.0625,0.8125,0.75,16.0,0.0,0.0,0.0,72.93577981651377,35.47657056398618,33.53720693170234,79.56506965681277,77.30207271491676,57.461946800530846,55.24974515800203,33.14984709480122,26.29976342969246,52.59952685938492,33.53720693170234,False,False,True,False
MTZ,Industrials,Construction & Engineering,242.32,57.7477,1.3892,,,Missing,275.69,TTM_YoY,275.69,-22.59,-16.8,12.99,11.17,4.2,,Missing,0.9539161260116381,56.007,-0.036666666666666625,0.88,0.8250000000000001,25.0,90.0,94.5,84.89281911636292,43.539755351681954,82.97261770815302,20.44151376146789,64.61009174311927,17.402522935779817,43.584871400957816,90.30963302752293,88.14290746305892,26.248239306689015,52.49647861337803,17.402522935779817,False,True,False,False
WMG,Communication Services,Movies & Entertainment,30.6,44.6118,2.4278,,,Missing,-16.39,TTM_YoY,-16.39,-13.15,,4.37,62.18,10.35,,Missing,0.4548736462093865,1.8648,0.09913043478260863,0.7391304347826086,0.7053571428571428,23.0,0.0,0.0,0.0,35.664335664335674,39.24365108575635,73.07692307692307,51.18881118881119,100.0,60.92914979757085,28.671328671328666,17.2027972027972,26.091939639308062,52.183879278616125,35.664335664335674,False,False,True,False
WMB,Energy,Oil & Gas Storage & Transportation,61.559999999999995,31.4863,6.4917,,,Missing,-17.76,TTM_YoY,-17.76,13.47,21.04,9.02,19.009999999999998,34.28,,Missing,0.7143879742304937,4.0047,0.046798029556650245,0.6896551724137931,0.6691176470588236,29.0,0.0,0.0,0.0,29.268817204301072,49.97849462365592,86.38709677419355,67.09677419354838,80.51612903225806,63.613978494623666,6.580645161290323,3.9483870967741934,25.84043010752689,51.68086021505378,29.268817204301072,False,False,True,False
APG,Industrials,Construction & Engineering,42.83,68.5007,2.434,,,Missing,-8.66,TTM_YoY,-8.66,39.68,,10.69,8.790000000000001,6.6,,Missing,0.9811072056239016,71.7609,0.0,0.9333333333333333,0.8374999999999999,15.0,90.0,94.5,84.89281911636292,31.746941896024463,40.48814263458542,28.841743119266056,81.38761467889908,39.549885321100916,41.77557195199354,94.58142201834863,90.70598085755435,25.780826866552854,51.56165373310571,28.841743119266056,False,False,True,False
SHC,Health Care,Health Care Services,19.19,98.3116,4.7366,,,Missing,-28.83,TTM_YoY,-28.83,-28.06,,2.67,11.790000000000001,24.14,,Missing,0.936046511627907,51.1426,0.07792207792207795,0.7142857142857143,0.6710526315789473,14.0,0.0,0.0,0.0,40.03673094582186,20.925060885535196,74.79338842975207,89.47658402203857,90.08264462809917,62.32872200263505,13.980716253443525,8.388429752066115,25.77033177626063,51.54066355252126,20.925060885535196,False,False,True,False
JBL,Information Technology,Electronic Manufacturing Services,251.29999999999998,37.7454,0.8529,,,Missing,-38.33,TTM_YoY,-38.33,-4.94,76.36,13.18,51.129999999999995,4.08,,Missing,0.9669852891329399,55.3762,0.0,0.8125,0.75,16.0,0.0,0.0,0.0,64.91769547325102,39.585645578986316,60.0,84.65350570696484,40.26479750778816,56.65165356804982,51.54320987654321,30.925925925925924,25.75325401981252,51.50650803962504,39.585645578986316,False,False,True,False
NXST,Communication Services,Broadcasting,216.32999999999998,12.6889,1.2743,,,Missing,-6.36,TTM_YoY,-6.36,5.09,35.57,-1.44,22.86,19.91,,Missing,0.9139534883720927,42.616,-0.014285714285714346,0.7857142857142857,0.7236842105263157,14.0,0.0,0.0,0.0,67.17171717171716,39.96354522670312,65.36796536796535,87.01298701298701,30.735930735930733,56.968178020809596,48.051948051948045,28.831168831168824,25.670388091440724,51.34077618288145,30.735930735930733,False,False,True,False
TER,Information Technology,Semiconductor Materials & Equipment,228.155,80.6389,12.4947,,,Missing,-12.6,TTM_YoY,-12.6,-15.61,4.98,4.46,15.86,17.85,,Missing,0.9378284724227549,65.8392,0.18181818181818188,0.7272727272727273,0.6944444444444444,22.0,0.0,0.0,0.0,30.827886710239653,26.39760535432012,69.94431209659356,69.62536949218415,100.0,59.37498186088797,25.05446623093682,15.032679738562091,25.2532607182114,50.5065214364228,26.39760535432012,False,False,True,False
XEL,Utilities,Multi-Utilities,75.62,22.6242,3.0573,,,Missing,-2.5,TTM_YoY,-2.5,5.15,5.44,3.54,9.4,16.58,,Missing,0.5983848440548457,14.2145,0.08924485125858128,0.8260869565217391,0.7767857142857143,23.0,0.0,0.0,0.0,51.16550116550116,46.67832167832168,41.08391608391609,37.27272727272727,78.32167832167832,51.09498834498835,78.67132867132867,47.2027972027972,25.158275058275063,50.316550116550125,37.27272727272727,False,False,True,False
NOW,Information Technology,Systems Software,127.32000000000001,76.3706,10.4364,,,Missing,28.44,TTM_YoY,28.44,82.11,16.56,21.05,16.49,13.85,,Missing,0.004167775117495903,-39.7862,-0.019607843137254832,0.9019607843137255,0.8705357142857143,51.0,90.0,94.5,84.89281911636292,34.65608465608465,73.96848434584284,59.4001879048608,6.46251372666467,17.8237650200267,41.10909083960574,93.78306878306879,90.22696891638644,25.0,50.932666454961876,6.46251372666467,True,True,False,False
PR,Energy,Oil & Gas Exploration & Production,14.41,14.7151,2.3023,,,Missing,-33.52,TTM_YoY,-33.52,47.81,90.66,7.55,8.55,25.96,,Missing,0.7308970099667773,-9.0335,0.0,0.9354838709677419,0.8819444444444444,31.0,90.0,94.5,84.89281911636292,47.05882352941177,29.37199317654726,56.73624288425048,60.36053130929791,32.210626185958255,44.966428995840765,95.16129032258065,91.05390184009356,25.0,54.18392356469133,29.37199317654726,True,False,True,False
FANG,Energy,Oil & Gas Exploration & Production,151.29,10.3302,2.8218,,,Missing,-17.87,TTM_YoY,-17.87,8.32,60.55,60.29,10.89,35.69,,Missing,0.5573291245942212,-15.5427,0.02631578947368418,0.9473684210526315,0.9011627906976744,38.0,90.0,94.5,84.89281911636292,50.284629981024665,64.47587832787073,71.15749525616698,36.45161290322581,78.93738140417457,61.996693692139615,100.0,93.95712764654516,25.0,68.38878048302072,36.45161290322581,True,False,True,False
SFBS,Financials,Regional Banks,78.27000000000001,16.7492,5.9678,,,Missing,24.87,TTM_YoY,24.87,2.9,8.57,51.49861,15.040000000000001,60.97527,,Missing,0.4299781181619258,-10.2626,0.7777777777777778,0.7777777777777778,0.6964285714285714,9.0,0.0,0.0,0.0,31.80845371856608,65.35971814730121,87.8416777844948,8.71246430134873,100.0,62.700923464499475,28.812199036918134,17.28731942215088,25.0,53.61820265602976,8.71246430134873,True,True,False,False
IPAR,Consumer Staples,Household Products,89.94000000000001,17.5276,1.9699,,,Missing,9.66,TTM_YoY,9.66,23.02,21.92,3.12,20.29,19.05,,Missing,0.17944742035523,-34.7624,0.02020202020202022,0.9090909090909091,0.796875,11.0,0.0,0.0,0.0,44.696969696969695,52.08333333333333,82.76515151515152,17.954545454545453,61.36363636363637,55.01325757575758,77.27272727272727,46.36363636363636,25.0,53.28333333333334,17.954545454545453,True,True,False,False
WH,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",80.22,17.7033,4.1669,,,Missing,38.14,TTM_YoY,38.14,11.56,17.29,3.38,56.76,39.62,,Missing,0.2510259917920658,-22.0202,-0.11304347826086947,0.8,0.7583333333333334,25.0,90.0,94.5,84.89281911636292,42.65330904675167,53.66990869620007,88.9799635701275,9.836065573770492,4.918032786885246,43.96865083456485,70.7953855494839,76.4343589762355,25.0,50.461792462898984,4.918032786885246,True,True,False,False
ZBRA,Information Technology,Electronic Equipment & Instruments,251.22,25.4894,2.4835,,,Missing,34.61,TTM_YoY,34.61,-13.14,0.2,12.87,14.05,14.96,,Missing,0.2048868370678978,-37.6217,0.053333333333333344,0.72,0.6916666666666667,25.0,0.0,0.0,0.0,67.4074074074074,70.6232492997199,58.76197069343487,10.1127416724901,84.20560747663552,60.65465676098479,24.135802469135804,14.481481481481481,25.0,51.42002170508414,10.1127416724901,True,True,False,False
VST,Utilities,Electric Utilities,166.60999999999999,49.0003,3.433,,,Missing,-42.94,TTM_YoY,-42.94,,32.37,17.63,22.56,12.35,,Missing,0.5885082360219626,-4.2529,0.0050000000000000044,0.88,0.8250000000000001,25.0,90.0,94.5,84.89281911636292,34.5959595959596,52.08333333333333,59.659090909090914,24.39393939393939,31.060606060606062,42.12184343434343,96.21212121212122,91.6844003738179,25.0,52.03435482223833,24.39393939393939,True,False,True,False
BSX,Health Care,Health Care Equipment,88.08,46.745,6.7472,,,Missing,54.7,TTM_YoY,54.7,19.82,-17.84,21.62,12.44,17.9,,Missing,0.08928571428571407,-10.2883,-0.02682926829268295,0.9,0.861111111111111,40.0,90.0,94.5,84.89281911636292,44.26699426699427,77.65997222518962,63.32923832923832,23.832923832923836,16.093366093366097,47.011314674358154,96.06879606879608,91.5984052878228,25.0,55.92873279705108,16.093366093366097,True,True,False,False
CVLT,Information Technology,Systems Software,122.18,67.1362,4.9159,,,Missing,-54.75,TTM_YoY,-54.75,33.25,,22.02,27.01,7.11,,Missing,0.08948081410723321,-24.4512,0.07222222222222219,0.85,0.79,20.0,0.0,0.0,0.0,46.73721340388007,47.92126574867974,56.34117094397468,22.98093241489468,88.41789052069427,54.147706532878686,78.30687830687832,46.98412698412699,25.0,52.71499062312835,22.98093241489468,True,False,True,False
DVN,Energy,Oil & Gas Exploration & Production,36.21,8.3517,1.2998,,,Missing,-21.16,TTM_YoY,-21.16,2.53,,11.4,18.29,23.41,,Missing,0.7944572748267897,-5.7782,0.08571428571428574,0.7714285714285715,0.74375,35.0,0.0,0.0,0.0,67.61543327008224,43.63943035669791,74.52561669829221,73.9089184060721,94.30740037950665,70.83019473674123,32.63757115749525,19.58254269449715,25.0,60.58066432829242,43.63943035669791,True,False,True,False
CRC,Energy,Oil & Gas Exploration & Production,47.949999999999996,11.1466,1.1817,,,Missing,-32.47,TTM_YoY,-32.47,-14.43,,18.87,11.05,17.06,,Missing,0.618804664723032,-11.1729,0.006535947712418277,0.8888888888888888,0.8152173913043478,18.0,90.0,94.5,84.89281911636292,67.26755218216319,49.78149617618308,53.36812144212524,50.929791271347256,53.88994307400379,55.16929733770341,73.05502846299811,77.79014472434403,25.0,59.69346681503154,49.78149617618308,True,False,True,False
SLGN,Materials,"Metal, Glass & Plastic Containers",42.87,14.3656,0.7048,,,Missing,6.53,TTM_YoY,6.53,-7.21,8.22,11.1,14.719999999999999,9.18,,Missing,0.3131407269338303,-18.8565,-0.04678362573099415,0.8421052631578947,0.78125,19.0,0.0,0.0,0.0,70.9339774557166,75.28134606938954,69.08212560386472,18.550724637681157,23.188405797101446,53.93388596105988,85.5072463768116,51.30434782608695,25.0,53.4079783340653,18.550724637681157,True,True,False,False
VITL,Consumer Staples,Agricultural Products & Services,29.26,21.4845,1.8397,,,Missing,18.52,TTM_YoY,18.52,177.44,80.82,23.56,20.34,11.23,,Missing,0.018192140600316088,-32.1975,0.0032679738562091387,0.9444444444444444,0.8586956521739131,18.0,90.0,94.5,84.89281911636292,44.466403162055336,86.16600790513834,80.23715415019763,17.786561264822133,55.73122529644269,60.0,96.04743083003953,91.58558614456888,25.0,66.31711722891377,17.786561264822133,True,True,False,False
PINS,Communication Services,nan,25.92,8.808,4.3149,,,Missing,728.4,TTM_YoY,728.4,73.35,,16.79,41.67,6.91,,Missing,0.13008130081300825,-14.7417,-0.05163043478260865,0.7608695652173914,0.7401960784313726,46.0,0.0,0.0,0.0,55.62770562770563,93.50649350649351,61.038961038961034,27.27272727272727,17.748917748917748,52.72727272727273,69.69696969696967,41.818181818181806,25.0,50.54545454545455,17.748917748917748,True,True,False,False
PSN,Industrials,Aerospace & Defense,72.48,19.9494,1.1882,,,Missing,410.76,TTM_YoY,410.76,54.17,10.04,-0.24,15.559999999999999,9.32,,Missing,0.4133862354528784,-24.0277,0.11111111111111116,0.7777777777777778,0.7282608695652174,18.0,0.0,0.0,0.0,72.01834862385321,52.89150657981417,47.84133837021047,9.298434970318404,95.14301133297356,57.36567314542857,37.938478143550995,22.763086886130598,25.0,50.44515589356898,9.298434970318404,True,True,False,False
GBCI,Financials,Regional Banks,47.87,26.2401,4.31061,,,Missing,26.14,TTM_YoY,26.14,-16.32,-6.75,21.55359,6.94,35.85106,,Missing,0.6998425196850393,-4.6803,0.16666666666666663,0.9166666666666666,0.8088235294117647,12.0,4.5,4.5,9.017226537397004,27.9331957502102,52.86623502466526,36.691275718663356,18.46669081319964,96.96969696969697,47.496648100560265,93.95780784223801,59.98157532030161,24.99681677225427,49.99363354450854,18.46669081319964,True,True,False,False
SNPS,Information Technology,Application Software,516.3199999999999,74.1465,14.003,,,Missing,-44.94,TTM_YoY,-44.94,8.52,13.52,15.12,7.090000000000001,20.75,,Missing,0.526521906360362,0.0969,0.05299539170506917,0.8387096774193549,0.7986111111111112,31.0,0.0,0.0,0.0,31.45277060005742,32.92239888495987,49.04086873224017,56.84331984463621,79.24364268637252,49.51047759403344,85.27131782945736,51.16279069767442,24.920470107380822,49.840940214761645,31.45277060005742,False,False,True,False
PCTY,Industrials,Human Resource & Employment Services,140.10999999999999,33.7798,4.6444,,,Missing,2.32,TTM_YoY,2.32,35.63,28.29,13.3,19.12,19.15,,Missing,0.05269115399852819,-29.704,0.044973544973545,0.7857142857142857,0.75,28.0,0.0,0.0,0.0,36.61082302885254,56.95674752203265,75.28919026725171,6.422018348623853,73.31471878739528,53.1620581867626,60.510570402871956,36.30634224172317,24.89545749887736,49.79091499775472,6.422018348623853,True,True,False,False
RMBS,Information Technology,Semiconductors,108.0,50.8054,17.1339,,,Missing,30.81,TTM_YoY,30.81,117.94,,31.05,19.08,36.44,,Missing,0.9119978503291682,80.9787,-0.0625,0.8125,0.75,16.0,0.0,0.0,0.0,39.52200063311175,69.86073489958062,80.18034809312067,80.0820656166568,4.481188593338126,54.830181690984794,48.38556505223172,29.03133903133903,24.83520657952782,49.67041315905564,4.481188593338126,False,True,False,False
VVV,Consumer Discretionary,Automotive Retail,31.51,19.0229,2.3435,,,Missing,1.16,TTM_YoY,1.16,-11.35,-0.6,5.64,74.53999999999999,18.46,,Missing,0.23460639127046,-13.6513,0.06842105263157894,0.7,0.6699999999999999,20.0,0.0,0.0,0.0,54.6448087431694,47.66111494444313,82.25094577553594,13.556116015132407,86.00252206809583,60.257842997295526,10.781841109709962,6.469104665825977,24.75004766550081,49.50009533100162,13.556116015132407,True,True,False,False
WS,Materials,Steel,40.07,14.9615,0.5732,,,Missing,-13.07,TTM_YoY,-13.07,-15.3,,-0.75,11.61,4.74,,Missing,0.8268722466960352,32.6929,0.0,0.8,0.7166666666666667,10.0,0.0,0.0,0.0,74.38271604938272,50.31828703703704,49.76851851851852,50.925925925925924,42.82407407407407,53.586033950617285,54.16666666666667,32.5,24.684413580246915,49.36882716049383,42.82407407407407,False,False,True,False
LOPE,Consumer Discretionary,Education Services,178.29999999999998,23.5972,4.5726,,,Missing,-2.66,TTM_YoY,-2.66,9.28,7.57,7.05,27.26,23.65,,Missing,0.3888813003688018,4.2632,0.0,0.8888888888888888,0.7678571428571428,9.0,0.0,0.0,0.0,36.70309653916211,47.17754407670894,79.50819672131148,34.31693989071039,48.66803278688525,51.53432484448569,67.79371584699453,40.67622950819672,24.681352888613947,49.362705777227895,34.31693989071039,False,False,True,False
OSK,Industrials,Construction Machinery & Heavy Transportation Equipment,152.26,14.4537,0.9299,,,Missing,-0.45,TTM_YoY,-0.45,383.99,17.02,-2.28,15.340000000000002,9.19,,Missing,0.9562682215743438,61.077,0.06842105263157894,0.7,0.6699999999999999,20.0,0.0,0.0,0.0,70.89704383282366,22.81244590617968,51.66284403669725,76.00917431192661,84.70948012232415,60.000881128228805,10.282874617737004,6.169724770642202,24.617324928355742,49.234649856711485,22.81244590617968,False,False,True,False
